cell_id,normalized_marker_sum,post_patch,cell_depth,number_genes,rna_amp_pass_fail,subclass,class,normalized_marker_sum_bin,amplified_quantity_ng,percent_cdna_longer_than_400bp,SLC17A6,SLC17A7,GLP2R,RORB,GAD1,SST,CALB1,PVALB,WFDC2,VIP,CALB2,morpho_call,endpipetter,Berg_etal_2020
835648767,1.075227739,nucleus+,36.7,11339,Pass,LAMP5/PAX6/Other,inhibitory,1.1,27.70885249,64.6,0,0,0,8.777774675,343.9291713,110.1211732,19.15150838,12.76767225,0.797979516,0,65.4343203,high quality,2090.592756,FALSE
839950125,0.990997463,nucleus+,38.9,8866,Pass,LAMP5/PAX6/Other,inhibitory,1,12.35872187,64.2,0,0,0,49.84091319,332.7217719,0,0,0,14.81756879,0,13.47051708,high quality,,FALSE
839970928,1.01134429,nucleus+,59.7,12447,Pass,LAMP5/PAX6/Other,inhibitory,1.1,30.10667468,73.4,0,0,2.281300296,46.76665606,344.4763446,42.20405547,0,0,0,0,17.10975222,high quality,,FALSE
880352738,1.22503294,nucleus+,37.3,8833,Pass,LAMP5/PAX6/Other,inhibitory,,13.79240161,62.3,0,0,0,0,625.7945005,235.3415216,0,0,0,0,150.6542316,high quality,,FALSE
1010240295,0.818018711,nucleus+,68.9,8528,Pass,LAMP5/PAX6/Other,inhibitory,0.9,11.98854776,43.4,0,0,0,60.92709535,86.01472285,111.1023504,0,0,0,0,0,medium quality,2348.337152,FALSE
672186592,0.908499913,nucleus+,53.5,8761,Pass,LAMP5/PAX6/Other,inhibitory,1,8.259164562,52.5,0,0,39.17246854,6.528744757,280.7360246,134.492142,0,0,0,0,138.4093889,failed,6.437673068,FALSE
674620956,0.95786338,nucleus+,64.1,10729,Pass,LAMP5/PAX6/Other,inhibitory,1,9.643434517,60.1,0,5.302226935,0,0,738.3351007,0,0,0,54.34782609,0,6.627783669,failed,8.576703679,FALSE
712885453,1.089736693,nucleus+,92.2,10552,Pass,LAMP5/PAX6/Other,inhibitory,1.1,15.88727884,54.9,0,0,0,22.35350471,506.6794401,0,0,0,0,0,0,failed,2148.754981,FALSE
674892376,0.781290671,nucleus-,43.1,5600,Fail,LAMP5/PAX6/Other,inhibitory,0.8,2.84512233,60.1,0,0,0,0,1128.08386,303.2056383,0,0,0,0,357.4913639,,6.058846378,FALSE
880209298,0.973024132,nucleus+,66.3,9997,Pass,LAMP5/PAX6/Other,inhibitory,1,11.74538522,61.5,0,17.90143146,0,99.27157448,276.6584863,22.78364004,0,0,0,0,105.7811859,failed,3483.308242,FALSE
832731991,1.203091211,nucleus+,57.2,10455,Pass,LAMP5/PAX6/Other,inhibitory,,15.46677967,71.7,0,0,1.412100287,365.7339744,228.7602466,734.2921494,0,0,0,0,142.622129,failed,5491.991754,FALSE
902511379,1.062858397,nucleus+,74.1,10052,Pass,LAMP5/PAX6/Other,inhibitory,1.1,12.05189608,57.3,0,0,0,0,203.1608336,117.1602353,0,0,99.71083857,0,123.3921627,high quality,1699.716913,FALSE
1005108908,1.121864724,nucleus+,51.2,8998,Pass,LAMP5/PAX6/Other,inhibitory,1.2,10.30208485,51.7,0,0,0,0,58.77476274,0,0,0,12.37363426,0,49.49453704,failed,7843.137416,FALSE
911007428,1.087417805,nucleus+,56.7,9796,Pass,LAMP5/PAX6/Other,inhibitory,1.1,10.83822627,47.5,0,5.546360922,0,3.327816553,359.4041877,683.3116655,0,0,0,0,24.40398806,medium quality,2539.681552,FALSE
805751552,0.802187502,nucleus+,58.7,11022,Pass,LAMP5/PAX6/Other,inhibitory,0.9,13.49328844,64.7,0,0,27.80126142,223.6737851,53.07513544,40.43819843,0,0,0,0,0,failed,,FALSE
707795387,1.308720353,nucleus+,51,10075,Pass,LAMP5/PAX6/Other,inhibitory,,17.88714413,53.2,0,0,0,0.920955325,266.156089,0,0,0,0,0,38.68012367,high quality,1442.16757,FALSE
1005127787,0.994044954,nucleus+,46.6,9620,Pass,LAMP5/PAX6/Other,inhibitory,1,12.27773223,46.4,0,0,0,21.4883551,658.9762231,329.4881116,0,0,7.162785034,0,114.6045605,failed,129.7998185,FALSE
811953283,1.134091576,nucleus+,103.5,12952,Pass,LAMP5/PAX6/Other,inhibitory,1.2,20.9540378,73.9,0,0,0,5.244476517,243.3437104,104.8895303,0,0,38.80912623,0,53.49366048,high quality,70.70468868,FALSE
840043506,1.111955737,nucleus+,43.1,9938,Pass,LAMP5/PAX6/Other,inhibitory,1.2,20.10174516,75.1,0,14.38140197,0,0,763.1131421,0,0,0,0,0,36.85234255,high quality,,FALSE
811830358,0.955876107,nucleus+,67.9,13463,Pass,LAMP5/PAX6/Other,inhibitory,1,26.01017193,73.3,0,3.374843913,0,11.24947971,58.4972945,95.62057755,0,1.124947971,0,0,21.37401145,failed,,FALSE
738006528,0.859342713,nucleus+,50,13324,Pass,LAMP5/PAX6/Other,inhibitory,0.9,58.7652496,74.3,0,0,0,0,240.8957018,0,0,0,2.150854481,0,0,high quality,1264.489138,FALSE
1001478009,1.055917748,nucleus+,74.9,10711,Pass,LAMP5/PAX6/Other,inhibitory,1.1,31.71989827,56.6,0,0,59.95762994,6.661958882,233.1685609,53.29567106,0,0,0,0,13.32391776,insufficient axon,1666.666826,FALSE
794295982,1.066516183,nucleus+,118.2,12716,Pass,LAMP5/PAX6/Other,inhibitory,1.1,20.64043519,74.1,0,0,1.191094425,7.146566551,78.61223206,0,0,0,19.0575108,0,17.86641638,failed,1162.2278,FALSE
840142358,1.07410629,nucleus+,87.5,11138,Pass,LAMP5/PAX6/Other,inhibitory,1.1,14.5544542,62,0,0,32.84320326,0,41.6013908,0,0,0,45.98048457,0,51.45435178,insufficient axon,3761.756564,FALSE
811800886,1.198507442,nucleus+,68,11463,Pass,LAMP5/PAX6/Other,inhibitory,1.2,12.71283311,70.3,0,0,0,0,855.455867,241.4691029,0,0,0,0,36.40237732,medium quality,3305.785856,FALSE
840021589,1.063796883,nucleus+,43.8,8686,Pass,LAMP5/PAX6/Other,inhibitory,1.1,11.19435087,61,0,0,0,2.47862803,312.3071318,44.61530454,0,0,0,0,0,insufficient axon,941.1764759,FALSE
854528751,1.362517677,nucleus+,67.4,10894,Pass,LAMP5/PAX6/Other,inhibitory,,18.72243868,60,0,11.65957023,10.5996093,0,732.4330025,279.8296855,0,0,0,0,0,high quality,1556.42022,FALSE
854622053,1.06758761,nucleus+,46,7931,Pass,LAMP5/PAX6/Other,inhibitory,1.1,11.2236693,54.8,0,0,0,0,700.932126,582.797498,0,0,0,0,0,high quality,315.2915939,FALSE
653810044,0.857946992,nucleus+,44.9,6203,Pass,LAMP5/PAX6/Other,inhibitory,0.9,9.774687851,71.2,0,0,0,0,522.2471801,308.9504371,0,0,0,0,0,high quality,1296.864425,FALSE
732044954,1.059238874,nucleus+,70.4,10377,Pass,LAMP5/PAX6/Other,inhibitory,1.1,13.33953538,58.2,0,0,0,0,1115.820618,56.39839829,0,0,0,0,0,failed,853.0654433,FALSE
840065347,1.009688364,nucleus+,76.4,10609,Pass,LAMP5/PAX6/Other,inhibitory,1.1,15.71688267,61.4,0,0,0,0,491.7334663,5.881979262,0,0,11.76395852,0,0,failed,1382.488563,FALSE
923103580,1.016351775,nucleus+,64.7,9894,Pass,LAMP5/PAX6/Other,inhibitory,1.1,16.00550796,63.3,0,0,1.437694628,0,1118.526421,10.0638624,0,0,0,0,0,medium quality,3438.395217,FALSE
674636925,0.637861048,nucleus+,53.3,12234,Pass,LAMP5/PAX6/Other,inhibitory,0.7,21.37155234,70.8,0,13.43247313,0,0,395.6473903,70.82576739,0,0,18.31700881,0,0,failed,2420.970012,FALSE
811932153,1.109004672,nucleus+,40,10333,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.1943964,56.5,1.166082848,0,0,0,846.5761475,214.559244,0,0,0,0,33.81640259,high quality,1097.393887,FALSE
811969059,1.304919382,nucleus+,43.9,11320,Pass,LAMP5/PAX6/Other,inhibitory,,13.47173756,74.7,0,0,0,0,1206.169438,465.577072,0,0,0,0,0,insufficient axon,1226.994039,FALSE
835615172,1.176941539,nucleus+,39.6,9598,Pass,LAMP5/PAX6/Other,inhibitory,1.2,12.86839336,51.1,0,0,0,0,307.4130614,478.4312491,0,0,1.049191336,0,0,high quality,1618.341321,FALSE
835699648,1.211534815,nucleus+,46.3,8789,Pass,LAMP5/PAX6/Other,inhibitory,,16.38076853,62.3,0,0,15.58407658,36.03817709,780.1778338,294.1494455,0,0,5.844028718,0,0,high quality,3399.433825,FALSE
835704076,0.932859047,nucleus+,62.8,11491,Pass,LAMP5/PAX6/Other,inhibitory,1,20.46318598,65.5,0,0,2.139225044,0,143.328078,19.2530254,0,0,10.69612522,0,0,medium quality,5755.395601,FALSE
839923944,1.305069415,nucleus+,53.5,9362,Pass,LAMP5/PAX6/Other,inhibitory,,16.95521379,65.2,0,0,0,0,761.0117015,214.3694934,0,0,0,0,0,high quality,1071.428601,FALSE
840062001,1.029932453,nucleus+,54.3,10633,Pass,LAMP5/PAX6/Other,inhibitory,1.1,14.30091107,63.4,0,0,9.380973041,0,378.7567865,96.15497367,0,1.17262163,14.07145956,0,0,high quality,1280.683612,FALSE
854543457,1.16385729,nucleus+,52.1,11478,Pass,LAMP5/PAX6/Other,inhibitory,1.2,20.71829827,54.2,0,34.05480326,0,0,359.8457544,225.8968616,0,0,0,0,0,high quality,,FALSE
854643458,1.300731451,nucleus+,48.5,9825,Pass,LAMP5/PAX6/Other,inhibitory,,19.31339166,67.6,0,0,0,0.783737141,1464.020979,805.6817808,0,0,0,0,0,high quality,,FALSE
911052828,1.17066841,nucleus+,47.7,11475,Pass,LAMP5/PAX6/Other,inhibitory,1.2,12.48389313,59.4,0,0,0,2.298689402,419.5108159,94.24626549,0,0,50.57116685,0,0,high quality,1203.007634,FALSE
992002179,1.201093274,nucleus+,56.4,9266,Pass,LAMP5/PAX6/Other,inhibitory,,16.46905932,48.6,0,0,0,0,451.453372,1580.086802,0,0,0,0,0,failed,1415.094392,FALSE
992007032,1.410985046,nucleus+,41.5,10595,Pass,LAMP5/PAX6/Other,inhibitory,,9.341989926,48.7,0,0,0,60.0857223,323.7952813,403.9095777,0,0,3.338095683,0,20.0285741,failed,3404.251223,FALSE
1001422905,1.366800621,nucleus+,63.4,9581,Pass,LAMP5/PAX6/Other,inhibitory,,15.75803804,54.6,0,0,0,0,1338.482468,632.6706748,0,0,0,0,0,high quality,1332.593142,FALSE
1001469892,0.919982513,nucleus+,42,8499,Pass,LAMP5/PAX6/Other,inhibitory,1,14.23358903,56.6,0,0,25.07239655,0,808.5847886,175.5067758,0,0,0,0,0,insufficient axon,,FALSE
1001483877,1.368489895,nucleus+,45,11601,Pass,LAMP5/PAX6/Other,inhibitory,,22.89898216,66.9,0,0,7.058607619,0,1094.084181,1210.551207,10.58791143,0,0,0,63.52746857,high quality,1069.99592,FALSE
653810423,0.781301129,nucleus+,64.3,11771,Pass,LAMP5/PAX6/Other,inhibitory,0.8,71.80912028,91.6,0,4.400459408,1.100114852,0,441.1460556,62.70654656,2.200229704,0,0,0,0,failed,961.0741435,FALSE
665703417,1.21125254,nucleus+,88.2,13302,Pass,LAMP5/PAX6/Other,inhibitory,,36.82356568,68.7,0,7.170283477,16.13313782,0,628.2960897,45.71055717,0,0,1.792570869,0,19.71827956,failed,1680.205238,FALSE
674601424,0.421988248,nucleus+,44.6,6415,Fail,LAMP5/PAX6/Other,inhibitory,0.5,5.780332199,37.8,0,0,0,0,50.96602782,0,0,0,0,0,0,,28.32434407,FALSE
685779125,1.118479046,nucleus+,51.8,10624,Pass,LAMP5/PAX6/Other,inhibitory,1.2,15.48903757,53.6,0,0,0,0,1323.110457,387.5005577,0,0,6.373364435,0,36.96551373,failed,4.713811363,FALSE
689323128,1.213358576,nucleus+,46,10283,Pass,LAMP5/PAX6/Other,inhibitory,,14.4872962,68.9,0,0,0,0,613.1982775,352.2628403,0,0,6.523385931,0,0,failed,1302.048159,FALSE
689356645,0.82009106,nucleus+,64.3,13010,Pass,LAMP5/PAX6/Other,inhibitory,0.9,34.1787054,79,0,0,0,4.929696368,394.3757094,73.94544552,0,0,8.626968643,0,9.859392735,medium quality,1511.769174,FALSE
839934796,0.829693046,nucleus+,48.3,8253,Pass,LAMP5/PAX6/Other,inhibitory,0.9,7.552404631,41.7,0,0,0,0,425.3283003,0,0,0,0,0,0,failed,17.50521776,FALSE
880290357,1.189733591,nucleus+,51.8,10190,Pass,LAMP5/PAX6/Other,inhibitory,1.2,12.20567364,61,0,0,89.08326596,0,1161.44409,300.8661247,0,0,38.65877579,0,0,failed,1847.575104,FALSE
880294329,1.148822796,nucleus+,51.8,9842,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.37128658,59.7,0,0,14.96714711,0,676.8476527,182.931798,0,0,0,0,0,medium quality,1666.668945,FALSE
880301817,0.670544905,nucleus+,72.8,8874,Pass,LAMP5/PAX6/Other,inhibitory,0.7,8.745177278,53.9,0,0,81.55069554,0,48.93041732,27.18356518,0,0,61.61608107,0,0,failed,19.45335134,FALSE
672646316,1.04508377,nucleus+,82.7,12505,Pass,LAMP5/PAX6/Other,inhibitory,1.1,31.3402345,63.7,0,0,0,2.57666878,447.0520332,146.8701204,0,0,0,0,24.47835341,failed,2085.303505,FALSE
672665039,0.794803908,nucleus+,88.1,11673,Pass,LAMP5/PAX6/Other,inhibitory,0.8,33.43831428,73.4,0,0,0,0,493.8063104,192.7496751,0,0,0,0,11.01426715,medium quality,745.8117371,FALSE
676478634,0.777621126,nucleus+,61,8144,Fail,LAMP5/PAX6/Other,inhibitory,0.8,3.473041997,48.3,0,0,18.12996395,4.183837834,0,0,0,0,0,0,0,,5.231426605,FALSE
699822091,1.028463782,nucleus+,100.1,13101,Pass,LAMP5/PAX6/Other,inhibitory,1.1,26.09359315,70.2,0,8.804706115,20.91117702,0,257.5376539,383.004716,0,0,0,0,0,failed,688.7036497,FALSE
700782141,1.264667203,nucleus+,60,9296,Pass,LAMP5/PAX6/Other,inhibitory,,10.48064813,65.9,0,0.93185876,0,0.93185876,1091.206608,1113.571218,0,0,0,0,0,failed,555.91329,FALSE
712871952,1.064551014,nucleus+,47.5,9524,Pass,LAMP5/PAX6/Other,inhibitory,1.1,8.876608037,48.1,0,0,0,1.16134307,786.2292584,401.8247022,0,0,0,0,0,failed,1100.776461,FALSE
770249872,0.893553821,nucleus+,83.6,7919,Pass,LAMP5/PAX6/Other,inhibitory,0.9,11.4477083,60.7,0,0,0,0,202.8811097,40.57622194,0,0,0,0,0,failed,3162.055256,FALSE
805743217,1.152026676,nucleus+,40.6,8770,Pass,LAMP5/PAX6/Other,inhibitory,1.2,8.847400097,79.9,0,0,0,0,629.1527921,750.9552381,0,0,0,0,0,medium quality,3675.344313,FALSE
812021957,1.206936012,nucleus+,33,10972,Pass,LAMP5/PAX6/Other,inhibitory,,11.6465181,75.8,0,0,0,0,448.14895,1051.09331,0,0,12.98982464,0,0,failed,262.6971601,FALSE
832670765,0.983939245,nucleus+,50.7,9574,Pass,LAMP5/PAX6/Other,inhibitory,1,12.95129156,68.9,0,0,0,0,260.8969865,435.584534,0,0,0,0,0,insufficient axon,1686.577778,FALSE
835631800,1.178578086,nucleus+,56.5,8249,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.89828064,53.3,0,1.885230913,0,0,621.1835857,160.2446276,0,0,0,0,0,high quality,2895.053173,FALSE
835857228,1.021900233,nucleus+,20.4,8874,Pass,LAMP5/PAX6/Other,inhibitory,1.1,15.98875059,66.3,0,0,12.02118132,0,1337.78575,139.9608968,0,0,0.858655809,0,0,high quality,1619.433053,FALSE
835859530,1.024568726,nucleus+,46.7,12099,Pass,LAMP5/PAX6/Other,inhibitory,1.1,24.50918663,62.4,0,0,0,0,575.3565697,99.49775265,0,0,1.081497311,0,0,high quality,2094.242041,FALSE
840088562,1.021302184,nucleus+,100.8,10556,Pass,LAMP5/PAX6/Other,inhibitory,1.1,16.01832387,63.4,0,39.88902453,9.447400548,0,810.3770248,28.34220164,0,0,0,0,0,failed,5607.475771,FALSE
880209093,1.009707581,nucleus+,56.6,9719,Pass,LAMP5/PAX6/Other,inhibitory,1.1,11.82390715,64.2,0,0,0,0,556.5160272,225.0392678,0,0,0,0,0,insufficient axon,4580.151975,FALSE
880238289,1.091268111,nucleus+,52.4,9353,Pass,LAMP5/PAX6/Other,inhibitory,1.1,12.13581889,61.3,0,0,44.2280727,0,615.9168643,707.6491633,0,0,13.10461413,0,0,high quality,3877.222077,FALSE
880462484,0.984873793,nucleus+,31,10419,Pass,LAMP5/PAX6/Other,inhibitory,1,14.63951506,79.2,0,0,22.27823607,0,765.4165394,197.3215195,0,0,0,0,0,high quality,1391.304296,FALSE
880463884,1.022927414,nucleus+,39.9,9526,Pass,LAMP5/PAX6/Other,inhibitory,1.1,9.814087517,63.9,0,1.522215981,0,0,1170.584089,281.6099565,0,0,9.133295887,0,0,insufficient axon,2902.056007,FALSE
880478829,1.139818124,nucleus+,33.6,9125,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.17920725,62.8,0,0,0,0,1148.216419,871.301862,0,0,0,0,0,failed,2412.060162,FALSE
911043548,1.025430991,nucleus+,57.9,10919,Pass,LAMP5/PAX6/Other,inhibitory,1.1,27.0428968,67.8,0,0,0,0,612.0200021,221.1054921,0,0,21.22612724,0,10.61306362,failed,895.1884275,FALSE
992024771,1.113764103,nucleus+,36.3,9419,Pass,LAMP5/PAX6/Other,inhibitory,1.2,13.43483223,55.8,0,0,2.430405343,0,724.2607922,218.7364809,0,2.430405343,0,0,0,failed,2891.567604,FALSE
1005097706,1.1568936,nucleus+,41.4,8664,Pass,LAMP5/PAX6/Other,inhibitory,1.2,9.238851189,53.6,0,0,0,3.207924858,522.8917518,227.7626649,0,0,3.207924858,0,0,high quality,4615.385394,FALSE
1005134890,0.99978828,nucleus+,50.3,9002,Pass,LAMP5/PAX6/Other,inhibitory,1,10.07626721,55.3,0,0,5.45066062,0,479.6581346,1122.836088,0,0,0,0,0,failed,1492.537711,FALSE
1010273140,0.821864607,nucleus+,80.1,8941,Pass,LAMP5/PAX6/Other,inhibitory,0.9,9.971363792,56.2,0,0,0,17.776303,773.2691806,0,0,0,11.85086867,0,0,,2608.69504,FALSE
653864596,1.030041519,nucleus+,38.6,7922,Pass,LAMP5/PAX6/Other,inhibitory,1.1,21.08269657,77.4,0,0,0,0,759.9018026,641.9417927,0,0,0,0,0,failed,776.9541665,FALSE
852678622,1.211960775,nucleus+,41.6,10800,Pass,LAMP5/PAX6/Other,inhibitory,,13.74765163,62.7,0,0,0,340.662013,1214.891034,72.85241844,0,0,0,0,97.47858806,failed,1597.869692,FALSE
854615463,1.080796063,nucleus+,64.4,9128,Pass,LAMP5/PAX6/Other,inhibitory,1.1,12.97447591,55.2,0.795670281,0,0,0,747.9300638,3.978351403,0,0,98.66311479,0,0,failed,,FALSE
1001425139,1.248687184,nucleus+,41,9504,Pass,LAMP5/PAX6/Other,inhibitory,,16.04612621,55.8,0,0,0,0,1084.551475,249.3676748,0,0,94.99720946,0,55.41503885,high quality,786.3698731,FALSE
832529199,0.979130512,nucleus+,70.8,13323,Pass,LAMP5/PAX6/Other,inhibitory,1,78.64427203,67.6,0,0,0,0,371.1846501,53.02637858,0,0,0,0,36.71056979,failed,3153.747017,FALSE
652075861,0.459847326,nucleus+,64.4,5742,Pass,LAMP5/PAX6/Other,inhibitory,0.5,7.531118559,57.6,0,16.91110733,0,0,249.1569813,354.0058467,0,0,47.35110052,0,0,failed,1060.408134,FALSE
805728653,1.128543793,nucleus+,40.6,9913,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.783007,49.4,0,37.85906961,9.464767403,75.71813923,236.6191851,170.3658133,0,0,9.464767403,0,37.85906961,failed,975.6102122,FALSE
689304924,0.740040883,nucleus-,85.8,9251,Pass,LAMP5/PAX6/Other,inhibitory,0.8,13.26807151,51.5,0,3.406663661,0,0,1062.879062,0,0,0,0,0,0,failed,685.6916318,FALSE
770249934,1.011614399,nucleus+,93,9734,Pass,LAMP5/PAX6/Other,inhibitory,1.1,12.29528664,46.5,0,0,6.645321893,0,660.5449961,0,0,0,0,0,0,high quality,2758.621678,FALSE
643599478,0.940925714,nucleus+,54.4,7039,Pass,LAMP5/PAX6/Other,inhibitory,1,15.21697654,36.7,0,0,0,0,659.0422516,7.678162155,0,52.46744139,0,0,0,failed,,FALSE
737549661,0.891419801,nucleus+,63.2,11521,Pass,LAMP5/PAX6/Other,inhibitory,0.9,25.81913932,72.6,0,0,8.639402153,0,575.9601436,0,0,0,7.199501794,0,0,high quality,1277.27531,FALSE
737989339,1.016035419,nucleus+,38.5,10878,Pass,LAMP5/PAX6/Other,inhibitory,1.1,25.24838557,74,0,0,0,0,184.5675582,0,0,0,38.9088366,0,0,high quality,1846.154076,FALSE
889748403,0.988428086,nucleus+,52.4,14472,Pass,LAMP5/PAX6/Other,inhibitory,1,35.47198567,47.9,0,0,0,10.98177026,607.6579545,0,0,0,36.60590087,0,1.830295044,high quality,,FALSE
1010235793,0.854743755,nucleus+,41.7,9202,Pass,LAMP5/PAX6/Other,inhibitory,0.9,14.40497882,49.7,0,0,14.68424469,0,1136.560539,0,0,0,17.62109362,0,0,high quality,21429.13331,FALSE
653894513,0.634794262,nucleus+,45.5,10479,Pass,LAMP5/PAX6/Other,inhibitory,0.7,67.14832701,87.3,0,0.925628525,9.256285249,0,211.9689322,6.479399674,0,0.925628525,2.776885575,0,0,failed,1639.245392,FALSE
685821031,1.091149441,nucleus+,81.4,12815,Pass,LAMP5/PAX6/Other,inhibitory,1.1,19.79790712,58.1,0,64.5465195,39.82657586,0,208.7461907,0,0,0,27.46660404,0,0,failed,4.615715146,FALSE
672659580,0.942474182,nucleus+,33.1,9364,Pass,LAMP5/PAX6/Other,inhibitory,1,8.490306908,72.4,1.128635051,0,0,0,221.2124701,0,0,0,0,0,0,insufficient axon,882.1283586,FALSE
767084655,1.070176614,nucleus+,68.1,10271,Pass,LAMP5/PAX6/Other,inhibitory,1.1,19.64062294,54.3,0,2.955484493,0,0,621.6369049,0,0,0,0,0,0,high quality,1772.526098,FALSE
880145096,1.121085682,nucleus+,72.3,11106,Pass,LAMP5/PAX6/Other,inhibitory,1.2,15.62967969,59.8,0,0,0,0,922.7695135,0,0,0,5.020508778,0,0,failed,3503.649579,FALSE
652068634,0.61811333,nucleus-,59,5597,Pass,LAMP5/PAX6/Other,inhibitory,0.7,10.57282918,50.6,0,0,0,0,0,0,0,0,1.632373226,0,0,failed,5.662943711,FALSE
653807331,0.661914521,nucleus-,70.6,4984,Fail,LAMP5/PAX6/Other,inhibitory,0.7,7.926456453,39.7,0,0,0,0,2373.144377,0,0,0,0,0,0,,2.693230308,FALSE
712915668,1.034495304,nucleus+,71.1,10580,Pass,LAMP5/PAX6/Other,inhibitory,1.1,15.65366781,70.8,0,0,0,0,558.0715494,0,0,0,0,0,0,failed,2.69987432,FALSE
798332264,1.190384722,nucleus+,49.9,12003,Pass,LAMP5/PAX6/Other,inhibitory,1.2,20.42294757,72,0,17.37179614,0,0,809.8565917,0,0,0,0,0,0,failed,,FALSE
766984328,1.192695536,nucleus+,89.8,8710,Pass,LAMP5/PAX6/Other,inhibitory,1.2,11.56692517,62.3,0,0,0,3.583821554,1636.910495,0,0,0,0.895955389,0,0,high quality,2577.872909,FALSE
798210021,0.871540965,nucleus+,39.9,5891,Pass,LAMP5/PAX6/Other,inhibitory,0.9,4.94878484,59.6,0,0,0,0,929.1953169,0,0,0,36.4730872,0,0,failed,1623.815754,FALSE
813695226,0.862680382,nucleus+,84.4,10998,Pass,LAMP5/PAX6/Other,inhibitory,0.9,12.82275547,57.3,0,2.491184321,0,0,469.5882446,56.05164723,0,0,0,0,1.245592161,failed,4308.801316,FALSE
832689550,0.894940146,nucleus+,45.6,10881,Pass,LAMP5/PAX6/Other,inhibitory,0.9,14.88343155,71.7,0,0,61.6457251,0,634.9509685,27.7405763,0,1.541143128,0,0,0,failed,7121.664657,FALSE
835596750,0.899040886,nucleus+,39.2,7508,Pass,LAMP5/PAX6/Other,inhibitory,0.9,10.98016955,44,0,0,0,0,766.2117802,97.44838102,0,0,0,0,0,high quality,1301.518713,FALSE
840111310,1.135826275,nucleus+,48,8427,Pass,LAMP5/PAX6/Other,inhibitory,1.2,7.361978038,49.4,0,0,0,1.333344,1345.344096,73.33392,0,0,0,0,0,failed,2484.472522,FALSE
798009057,1.290415405,nucleus+,67.8,10439,Pass,LAMP5/PAX6/Other,inhibitory,,10.80628108,55.3,0,0,0,0,469.1031138,196.0916019,0,0,1.083379016,0,0,medium quality,1921.536803,FALSE
720870951,0.72932919,nucleus+,61.2,8381,Pass,LAMP5/PAX6/Other,inhibitory,0.8,11.88265475,34.1,0,0,0,0,646.5194389,0,287.7799942,0,0,0,0,failed,1453.159551,FALSE
811899421,1.398545262,nucleus+,58.3,12534,Pass,LAMP5/PAX6/Other,inhibitory,,24.6009724,66.8,0,0,0,0,1201.08333,66.72685167,0,0,6.541848203,0,0,failed,321.2851909,FALSE
