cell_id,normalized_marker_sum,post_patch,cell_depth,number_genes,rna_amp_pass_fail,subclass,class,normalized_marker_sum_bin,amplified_quantity_ng,percent_cdna_longer_than_400bp,SLC17A6,SLC17A7,GLP2R,RORB,GAD1,SST,CALB1,PVALB,WFDC2,VIP,CALB2,morpho_call,endpipetter,Berg_etal_2020
835674226,1.197612831,nucleus+,38.1,12112,Pass,PVALB,inhibitory,1.2,15.10261521,57.4,0,1.061048486,1.061048486,4.244193943,719.3908733,0,28.64830911,0,35.01460003,0,0,high quality,4838.708055,FALSE
737840287,1.071848788,nucleus+,55.3,11871,Pass,PVALB,inhibitory,1.1,21.46389531,76.6,0,0,0.802368592,0.802368592,466.9785206,0,0,8.826054513,20.86158339,0,0,medium quality,1315.789616,FALSE
751208741,1.287510958,nucleus+,49.9,12569,Pass,PVALB,inhibitory,,25.12675296,66.7,0,0,30.32669431,0.58320566,562.7934618,17.4961698,2.916028299,0,1.16641132,0,0,high quality,1162.227671,FALSE
650074256,0.737670533,nucleus+,68.1,10490,Pass,PVALB,inhibitory,0.8,18.81745951,59,0,58.26213984,0,0,440.5186183,0,0,59.68316764,0,0,0,failed,1191.649874,FALSE
798049371,1.350623932,nucleus+,53.1,11772,Pass,PVALB,inhibitory,,13.92839092,60.6,0,0,0,0,682.4173596,42.5877104,0,0,38.53173798,0,0,failed,1216.421743,FALSE
793439698,0.953661478,nucleus+,49.3,9383,Pass,PVALB,inhibitory,1,14.42894515,64.8,0,7.954097626,0,0,636.3278101,0,8.67719741,109.1880674,13.7388959,0,0,high quality,,FALSE
695576037,1.088149328,nucleus+,67.8,12085,Pass,PVALB,inhibitory,1.1,30.83845405,47.6,0,1.14580612,1.14580612,1.14580612,438.8437441,0,0,89.37287739,1.14580612,0,1.14580612,failed,18.14723802,FALSE
767801031,0.731908103,nucleus+,63.4,7653,Pass,PVALB,inhibitory,0.8,7.494261497,47,0,0,0,0,640.7317975,0,0,0,0,0,0,high quality,1370.645428,FALSE
720795024,0.904950379,nucleus+,49,12561,Pass,IT (L2-3),excitatory,1,23.5754926,60.6,59.31894118,70.92482098,29.65947059,0,2.579084399,0,6.447710998,0,0,0,0,medium quality,6695.660038,TRUE
770650205,0.756882279,nucleus+,68.3,12308,Pass,IT (L2-3),excitatory,0.8,29.46695197,75.4,1.453241237,18.89213608,53.76992575,0,1.453241237,0,0,0,0,0,0,high quality,1108.545062,TRUE
786472956,1.009564898,nucleus+,56.9,12179,Pass,IT (L2-3),excitatory,1.1,37.80924021,76.6,4.526446898,74.68637381,43.75565334,3.017631265,25.64986575,0,3.017631265,0,3.017631265,0,0,high quality,2708.804616,TRUE
720795782,0.799234499,nucleus+,70.3,12402,Pass,IT (L2-3),excitatory,0.8,29.11106818,64.6,99.61647657,111.731994,0,0,0,0,568.0831501,0,24.23103484,0,0,failed,1517.744343,TRUE
674613931,0.59516897,nucleus+,114.2,12998,Pass,IT (L2-3),excitatory,0.6,29.97110812,67.9,125.0267485,131.0376499,0,0,10.81962247,0,0,0,0,0,0,failed,315.1437697,TRUE
677060617,0.812195976,nucleus+,51.6,12311,Pass,IT (L2-3),excitatory,0.9,24.39422883,74,28.9367154,12.97163104,28.9367154,37.91707536,0,0,24.94544431,0,0,0,0,failed,1472.857943,TRUE
695510699,0.796429078,nucleus+,72.9,8862,Pass,IT (L2-3),excitatory,0.8,7.909230056,64.4,0,110.5448757,0,0,27.63621892,0,0,0,0,0,0,failed,1556.301599,TRUE
786508373,0.590057332,nucleus+,55.7,7677,Pass,IT (L2-3),excitatory,0.6,8.454112201,59.6,0,79.97035554,6.334285588,22.16999956,0,0,0,0,0,0,0,high quality,2247.191803,TRUE
674636128,0.700719904,nucleus+,75.4,15103,Pass,IT (L2-3),excitatory,0.8,51.48878598,77.4,31.14201219,13.84089431,0,0,1.153407859,0,4.613631435,0,36.90905148,0,3.460223577,failed,1557.846818,TRUE
758662211,0.739492483,nucleus+,55.5,9369,Pass,IT (L2-3),excitatory,0.8,13.22250201,71.6,80.53896677,35.43714538,0,0,0,0,0,0,0,0,0,failed,3049.554204,TRUE
787089230,0.575238632,nucleus+,70.6,10108,Pass,IT (L2-3),excitatory,0.6,18.8589219,71,106.1455883,197.8167782,0,28.14466357,0,0,0,0,0,0,20.10333112,failed,269.360295,TRUE
770275864,0.671503759,nucleus+,63,10254,Pass,IT (L2-3),excitatory,0.7,10.70688981,67.4,96.21724436,92.16599196,0,0,0,0,0,0,0,0,0,high quality,1139.060813,TRUE
716929071,0.701967443,nucleus+,52.8,10530,Pass,IT (L2-3),excitatory,0.8,21.35482297,58.3,0,43.74166175,42.28360635,0,1.458055392,0,0,0,0,0,0,high quality,39.91775142,TRUE
695546566,0.596276195,nucleus+,43.4,11463,Pass,IT (L2-3),excitatory,0.6,31.77586392,68.8,0,48.78906556,0,0,0,0,0,0,0,0,0,high quality,833.6954365,TRUE
793490645,0.73034069,nucleus+,62.2,10972,Pass,IT (L2-3),excitatory,0.8,19.64368981,73.5,3.664399625,61.07332708,0,0,0,0,0,0,0,0,0,high quality,929.1528301,TRUE
665711442,0.777155861,nucleus+,82,11335,Pass,IT (L2-3),excitatory,0.8,21.42658532,63.3,21.48693497,33.20708131,0,0.976678862,0,0,0,0,0,0,0,failed,1174.869917,TRUE
720838635,0.903706534,nucleus+,48.2,9228,Pass,IT (L2-3),excitatory,1,20.62722275,57.2,16.96180202,39.57753805,0,16.96180202,0,0,0,0,0,0,0,medium quality,3180.852868,TRUE
676464469,1.049655036,nucleus+,89.3,12348,Pass,IT (L2-3),excitatory,1.1,13.25054205,46.2,3.815696759,115.7428017,122.1022963,0,0,0,2.543797839,0,36.88506867,0,164.0749606,failed,1140.079075,TRUE
770275637,0.854093009,nucleus+,74,9113,Pass,IT (L2-3),excitatory,0.9,8.949582672,53.5,42.74922288,67.17735024,0,3.05351592,0,0,0,0,0,0,0,failed,5084.746165,TRUE
720828249,0.703415994,nucleus+,91.8,8318,Pass,IT (L2-3),excitatory,0.8,15.50733185,49.6,0,42.66302609,21.33151304,0,0,0,0,0,0,0,0,failed,6.058121862,TRUE
689309060,0.757578293,nucleus+,59.9,13187,Pass,IT (L2-3),excitatory,0.8,39.08289085,68.6,47.21365883,114.5511723,99.07128411,0,0,0,0,0,0,0,0,high quality,2390.088633,TRUE
793433676,0.835220172,nucleus+,63.7,10762,Pass,IT (L2-3),excitatory,0.9,14.3945134,57.2,181.1905897,100.4922598,35.02002993,24.36175995,18.27131997,0,0,0,0,66.99483987,144.6479497,failed,2035.623446,TRUE
653034602,0.57685129,nucleus+,73.8,7591,Pass,IT (L2-3),excitatory,0.6,15.78845745,49.7,55.63463371,94.47390631,0,0,74.52941498,0,0,0,0,0,0,failed,,TRUE
767829778,0.824823137,nucleus+,54.4,11300,Pass,IT (L2-3),excitatory,0.9,17.81457761,68.5,11.44284047,63.57133594,0,40.685655,0,0,0,0,0,0,0,high quality,488.6987584,TRUE
680581022,0.832200388,nucleus+,,9885,Pass,IT (L2-3),excitatory,0.9,17.2643693,66.6,49.51999181,41.12677286,12.58982843,0,0,0,0,0,11.75050653,0,0,failed,2567.372665,TRUE
794246003,0.777237108,nucleus+,62.6,12560,Pass,IT (L2-3),excitatory,0.8,20.14538295,66.9,6.086884185,11.15928767,0,10.14480697,0,13.18824907,0,0,22.31857534,0,0,failed,1217.03858,TRUE
786484903,0.95562339,nucleus+,82.3,11886,Pass,IT (L2-3),excitatory,1,27.95835421,72.9,126.0123319,100.8098655,0,28.35277467,0.787577074,0,0,0,29.92792882,0,0,high quality,2285.714504,TRUE
716918890,0.777177779,nucleus+,62.2,10527,Pass,IT (L2-3),excitatory,0.8,24.75297292,71.2,237.2202957,2.875397524,67.57184181,0,0,0,0,0,0,0,0,high quality,1265.813111,TRUE
685806309,0.734189527,nucleus+,76.6,12065,Pass,IT (L2-3),excitatory,0.8,30.81544687,67.3,37.37907286,68.91766558,0,0,15.18524835,0,0,0,0,0,0,high quality,994.2006799,TRUE
786456546,0.892803717,nucleus+,54.5,9007,Pass,IT (L2-3),excitatory,0.9,14.16503544,64.7,71.60802813,113.5249227,17.46537272,64.62187905,0.873268636,0,0,0,0,0,0,failed,15.04221217,TRUE
770544209,0.743618386,nucleus+,60.6,11065,Pass,IT (L2-3),excitatory,0.8,27.19789278,70,33.29452237,125.3440842,40.14927697,0.979250658,0,0,0,0,0,0,0,medium quality,1302.931607,TRUE
737192130,0.593422243,nucleus+,66.5,9967,Pass,IT (L2-3),excitatory,0.6,15.41976874,74.9,66.32709001,171.9089884,0,0,6.76807041,0,0,0,0,0,0,high quality,512.0546547,TRUE
720828144,0.906802545,nucleus+,60.4,12762,Pass,IT (L2-3),excitatory,1,27.58313704,69.3,6.609271751,84.59867841,67.41457186,11.89668915,0,0,0,0,0,0,0,failed,624.5027568,TRUE
786464137,0.782181629,nucleus+,73.7,9323,Pass,IT (L2-3),excitatory,0.8,20.29322069,97.5,72.93214575,20.51216599,14.43448718,0,0,0,4.55825911,0,15.19419703,0,0,high quality,1493.466257,TRUE
680581271,0.669991469,nucleus+,,8656,Pass,IT (L2-3),excitatory,0.7,13.28364402,66,46.05756459,97.64203692,0,0,0,0,0,0,0,0,0,failed,2425.442374,TRUE
758996848,0.566788869,nucleus+,83.3,9678,Pass,IT (L2-3),excitatory,0.6,14.29717734,64.6,123.9743481,39.07887059,0,0,0,0,0,0,0,0,0,high quality,,TRUE
783585742,0.678936193,nucleus+,73.5,11643,Pass,IT (L2-3),excitatory,0.7,21.51778904,66.2,95.4473146,19.69547762,0,0,0,15.1503674,0,0,0,0,0,high quality,1434.548956,TRUE
676983694,0.974576242,nucleus+,48,11700,Pass,IT (L2-3),excitatory,1,22.29253434,75.1,0,61.2096578,0,0,0,0,0,0,0,0,0,failed,5.652038143,TRUE
720862326,0.910141747,nucleus+,49.9,14010,Pass,IT (L2-3),excitatory,1,41.73339194,73.2,0,86.65321165,5.484380484,0,5.484380484,0,5.484380484,0,5.484380484,0,0,high quality,1357.895362,TRUE
700843573,0.967961784,nucleus+,92.3,11346,Pass,IT (L2-3),excitatory,1,22.57773591,67,222.4975973,21.63171085,40.1731773,0,0,0,27.81219967,0,0,0,0,failed,2111.391636,TRUE
770658546,0.635402529,nucleus+,56.2,9975,Pass,IT (L2-3),excitatory,0.7,20.93476899,67.8,0,20.23604021,73.02571033,0,0,0,0,0,20.23604021,0,0,high quality,1976.935913,TRUE
770249790,0.960782689,nucleus+,73.1,11154,Pass,IT (L2-3),excitatory,1,21.14105405,66.8,22.81201128,76.88492692,14.36311822,0,11.8284503,0,0,0,0,0,1.689778614,failed,3947.36959,TRUE
786437731,0.787523571,nucleus+,102.3,10056,Pass,IT (L2-3),excitatory,0.8,15.89283131,69,0.824026639,71.6903176,15.65650614,0,0,0,0,0,0,0,0,high quality,,TRUE
674615724,0.607156595,nucleus-,52.9,11893,Pass,IT (L2-3),excitatory,0.7,21.28061267,63.9,116.5475428,331.2403848,26.98995728,0,0,0,0,0,0,0,0,failed,,TRUE
720850977,0.821126086,nucleus+,51,11527,Pass,IT (L2-3),excitatory,0.9,18.88078641,60.9,0,223.3151884,220.6083376,23.00823153,121.8082846,0,0,0,17.59453,0,0,high quality,2111.309799,TRUE
769228370,1.00130074,nucleus+,144,9087,Pass,IT (L2-3),excitatory,1.1,17.62899008,60,0,89.82790623,15.5823919,0.916611288,79.74518206,0,0,0,0,0,0,high quality,1650.619122,TRUE
720850177,0.770994106,nucleus+,69.2,11729,Pass,IT (L2-3),excitatory,0.8,24.21903127,69.3,0,227.2757021,45.21715539,0,0,0,0,0,5.949625709,0,2.379850284,failed,2341.027055,TRUE
758834888,0.689456636,nucleus+,114.2,8386,Fail,IT (L2-3),excitatory,0.7,5.59200875,40.8,0.995805667,14.937085,0,51.78189466,0,0,0,0,0,0,0,,2096.068952,TRUE
737820466,0.799719629,nucleus+,69,12947,Pass,IT (L2-3),excitatory,0.8,25.5709267,69.3,219.6601339,201.9990176,100.4475989,0,0,0,0,0,0,0,0,high quality,1545.396277,TRUE
707828926,0.970891277,nucleus+,66.9,11669,Pass,IT (L2-3),excitatory,1,22.29084383,55.1,0,53.78430595,0,0,1.054594234,0,0,0,0,0,0,high quality,1064.107386,TRUE
677088033,0.821144937,nucleus+,90.6,12735,Pass,IT (L2-3),excitatory,0.9,27.56020853,68.2,0,73.20476246,0,0,14.20390913,0,7.648258765,0,28.40781827,0,0,high quality,1985.763572,TRUE
758311336,0.945874462,nucleus+,81.3,9808,Pass,IT (L2-3),excitatory,1,14.52606732,64.9,0,62.02539497,82.16351022,36.24860745,0,0,0,0,0,0,0,high quality,2018.502463,TRUE
768875010,0.802322297,nucleus+,55.2,10255,Pass,IT (L2-3),excitatory,0.9,20.58680446,61.3,164.2090371,46.63925315,0,0,0,0,0,0,18.46137104,0,0,medium quality,,TRUE
732765359,0.464927838,nucleus-,57.9,11067,Pass,IT (L2-3),excitatory,0.5,13.15556453,72.3,164.1223247,681.464435,116.8479594,0.891969156,0,0,0,0,0,0,0,failed,57.65786606,TRUE
770268817,1.064327859,nucleus+,107.7,9718,Pass,IT (L2-3),excitatory,1.1,23.59145319,66.4,3.430569981,29.15984484,25.72927485,0,0,0,0,0,6.861139961,0,0,high quality,1967.213056,TRUE
720864605,0.707765602,nucleus+,68.2,11822,Pass,IT (L2-3),excitatory,0.8,18.12994965,58.9,0,98.8807216,11.55748694,68.06075642,1.284165216,0,0,0,3.852495647,0,0,failed,2723.405222,TRUE
737133884,0.682473985,nucleus+,72.3,12025,Pass,IT (L2-3),excitatory,0.7,36.34901483,71.6,0.919494572,47.81371776,22.98736431,0,0,0,0,0,43.21624489,0,0,high quality,1489.757929,TRUE
852568413,0.67274757,nucleus+,66.8,12300,Pass,IT (L2-3),excitatory,0.7,22.76851594,59.3,3.58177735,47.75703133,25.07244145,58.50236338,0,0,0,0,0,0,0,failed,3488.372271,FALSE
666155913,0.819991378,nucleus+,112.9,10408,Pass,IT (L2-3),excitatory,0.9,18.86193115,64.5,46.24125992,169.5512864,7.706876653,0.963359582,0.963359582,0,0,0,0,0,0,medium quality,1201.820744,TRUE
758286194,0.97607083,nucleus+,78.9,10014,Pass,IT (L2-3),excitatory,1,16.09224807,66.4,16.19644411,120.1946642,0,0,0.852444427,0,0,0,0,0,0,high quality,1948.052182,TRUE
853429052,1.011826291,nucleus+,97.2,11322,Pass,IT (L2-3),excitatory,1.1,20.36077661,61.6,41.20425123,72.76495429,27.17727209,0,0,0,0,0,19.28709632,0,0,medium quality,1713.064053,FALSE
774378959,0.722231565,nucleus+,130,11625,Pass,IT (L2-3),excitatory,0.8,23.61553821,62,0,144.1128341,3.132887697,0,3.132887697,10.44295899,0,0,0,6.265775395,29.24028518,failed,1004.184709,TRUE
689323433,0.78300596,nucleus+,42.4,9301,Pass,IT (L2-3),excitatory,0.8,14.99831571,71.9,0.774410983,114.6128255,0,0.774410983,0,0,0,0,29.42761735,4.646465898,0,high quality,1232.544742,TRUE
758306827,0.827313246,nucleus+,73,8851,Pass,IT (L2-3),excitatory,0.9,11.113033,64.7,26.90490461,7.473584615,0,0,0,0,0,0,0,0,0,failed,3404.254539,TRUE
720834317,0.974824297,nucleus+,51.1,13397,Pass,IT (L2-3),excitatory,1,25.10759077,62.5,0,126.8743805,151.9980203,0,0,0,0,0,12.56181986,0,0,failed,2952.831136,TRUE
768866114,0.771076953,nucleus+,68.3,10683,Pass,IT (L2-3),excitatory,0.8,14.30712259,67,4.37243848,75.78893365,0,0,0,0,0,0,0,0,0,failed,1564.537369,TRUE
786497938,0.833559391,nucleus+,95.4,12649,Pass,IT (L2-3),excitatory,0.9,35.52422316,70.9,0,112.8478636,0.671713474,0.671713474,4.701994317,0,0,0,0,0,0,high quality,1524.777546,TRUE
674660116,0.848264607,nucleus+,96.1,14956,Pass,IT (L2-3),excitatory,0.9,57.92707399,78.9,41.17444971,92.64251185,0,6.433507767,0,0,0,0,19.3005233,0,0,medium quality,1136.181857,TRUE
793560315,0.92292892,nucleus+,63.7,11553,Pass,IT (L2-3),excitatory,1,22.61548259,74.8,39.99871115,25.55473213,0,147.7730162,0,0,12.22182841,0,0,0,0,failed,74.72680551,TRUE
732101774,1.048699365,nucleus+,79.5,14440,Pass,IT (L2-3),excitatory,1.1,68.63405042,74.1,12.70839906,43.35806737,4.485317314,92.69655782,0,0,5.980423085,0,0.747552886,0,0,medium quality,1406.411672,TRUE
696111753,0.698263002,nucleus-,104.5,11856,Pass,IT (L2-3),excitatory,0.7,37.0143613,68.3,0,44.37019074,0,0,0,0,0,0,0,0,0,failed,,TRUE
793615764,0.996608521,nucleus+,95.4,13834,Pass,IT (L2-3),excitatory,1,25.49243776,74.6,41.93334805,98.21231516,3.310527477,104.8333701,0,0,0,0,29.7947473,3.310527477,0,high quality,1544.402056,TRUE
774420848,0.967579171,nucleus+,106.1,11789,Pass,IT (L2-3),excitatory,1,25.67766796,73.9,7.939524641,93.28941453,0,173.6771015,0,0,38.70518262,0,0,0,0,high quality,1912.351012,TRUE
783698501,0.922929699,nucleus+,83.4,12021,Pass,IT (L2-3),excitatory,1,24.36703944,69.9,111.0835372,68.54090592,0,62.63220714,0,0,431.3350114,0,0,0,0,high quality,,TRUE
732170615,0.7885773,nucleus+,92.5,15538,Pass,IT (L2-3),excitatory,0.8,95.59687948,76.9,40.10559357,13.36853119,36.54065192,43.67053522,0,0,1.782470825,0,0,0,0,medium quality,981.6306562,TRUE
652075403,0.801567974,nucleus+,49.4,8701,Pass,IT (L2-3),excitatory,0.9,25.63529936,52.1,119.4926355,90.0987252,15.33595323,0,0,0,0,0.638998051,0,0,0,failed,1151.786034,TRUE
1001692848,0.978200668,nucleus+,60,12827,Pass,IT (L2-3),excitatory,1,31.36815213,57.9,137.3804599,30.52899109,0,0,2.544082591,0,119.5718818,0,2.544082591,0,0,,,FALSE
737988336,0.79572497,nucleus+,83.7,14557,Pass,IT (L2-3),excitatory,0.8,111.5161296,71.8,7.253262155,32.6396797,0,30.82636416,0,0,9.066577693,0,3.626631077,0,0,high quality,1677.149114,TRUE
642867575,0.828460263,nucleus+,44.1,10044,Pass,IT (L2-3),excitatory,0.9,34.41012042,71,92.39780709,181.0623695,11.19973419,174.5291912,0,0,0,0,18.66622365,0,0,medium quality,971.382652,TRUE
770511487,0.711923066,nucleus+,90,9831,Pass,IT (L2-3),excitatory,0.8,12.12444485,67.8,49.11813304,82.51846351,46.17104506,240.6788519,0,0,0,0,0,0,0,failed,1572.73951,TRUE
786520776,0.993925935,nucleus+,128.1,14993,Pass,IT (L2-3),excitatory,1,30.6363539,65.7,104.312516,69.90013959,176.3634291,176.3634291,0,0,0,3.226160289,0,0,0,medium quality,1879.405079,TRUE
737279366,0.797778718,nucleus+,52.4,11540,Pass,IT (L2-3),excitatory,0.8,23.46259282,58.9,69.19422049,313.9367411,0,189.6434191,0,0,5.125497814,0,0,0,0,failed,,TRUE
737424303,0.835399873,nucleus+,77.2,12170,Pass,IT (L2-3),excitatory,0.9,31.88880476,67.7,57.57122908,244.9839536,0,31.84791396,0,0,12.24919768,0,0,0,0,high quality,1148.325385,TRUE
770466619,0.912472673,nucleus+,116.2,12282,Pass,IT (L2-3),excitatory,1,39.04919628,76.7,6.810756325,63.2427373,0,0,0,0,22.37819935,0,15.56744303,0,0,medium quality,2010.051059,TRUE
758523114,0.731038507,nucleus-,69.1,6512,Fail,IT (L2-3),excitatory,0.8,5.33937753,49.2,0,224.629003,0,0,0,0,0,0,211.5691772,0,0,,2840.237214,TRUE
695503873,1.084822009,nucleus+,84.6,12751,Pass,IT (L2-3),excitatory,1.1,27.10373263,67.4,84.46596394,14.90575834,0,0,0,0,103.5122107,0,0,0,0,failed,1605.478318,TRUE
768885440,0.777231224,nucleus+,81,12024,Pass,IT (L2-3),excitatory,0.8,13.82007126,71.2,0,132.5262554,34.70925738,186.167835,0,0,86.24724561,0,18.93232221,0,0,high quality,1724.137188,TRUE
720878801,0.75772145,nucleus+,68.1,12912,Pass,IT (L2-3),excitatory,0.8,36.30486849,69.6,0,50.03792647,2.274451203,14.78393282,0,0,22.74451203,0,0,0,0,high quality,2427.163416,TRUE
770611301,0.788725098,nucleus+,110.7,13255,Pass,IT (L2-3),excitatory,0.8,37.28306956,77.2,29.29378358,92.60615453,15.11937217,0,0,0,0,0,0,0,0,high quality,1851.851505,TRUE
758834844,0.701280791,nucleus+,104.5,10588,Pass,IT (L2-3),excitatory,0.8,18.9212557,68.9,116.5576082,78.84779376,0,10.28449484,3.428164946,1.714082473,0,0,0,0,0,failed,219.2582512,TRUE
805766558,0.910356173,nucleus+,46.3,15365,Pass,IT (L2-3),excitatory,1,25.30432121,66.9,76.2645177,85.50870167,60.08719577,244.970875,0,0,0,0,0,0,0,failed,3720.927947,TRUE
732773465,0.745403657,nucleus+,105.9,17613,Pass,IT (L2-3),excitatory,0.8,57.94488743,82.1,22.08086011,80.29403676,4.014701838,0,0,0,0,0,22.08086011,0,6.022052757,medium quality,2228.26084,TRUE
674643161,0.861588729,nucleus+,57.9,14545,Pass,IT (L2-3),excitatory,0.9,30.68056234,76.1,61.49046744,114.7822059,0,0,0,0,18.44714023,0,0,0,0,medium quality,1049.450292,TRUE
737158657,0.96267451,nucleus+,66.7,12141,Pass,IT (L2-3),excitatory,1,25.40172481,70.3,137.7868462,115.509931,2.475212806,171.6147546,0,0,0.825070935,0,0,0,0,high quality,508.5823654,TRUE
685802351,0.322085035,nucleus-,58.2,7600,Pass,IT (L2-3),excitatory,0.4,6.587491623,54.1,0,173.8656019,1.498841396,0,0,25.48030373,0,0,0,0,0,high quality,833.363008,FALSE
685815936,0.979287864,nucleus+,77.7,17034,Pass,IT (L2-3),excitatory,1,48.70086766,73.2,0,59.47967183,0,7.930622911,7.930622911,0,0,0,11.89593437,0,0,high quality,,TRUE
770268354,0.759885707,nucleus+,96,11177,Pass,IT (L2-3),excitatory,0.8,14.20162101,48.1,45.31006023,65.0605993,9.294371329,62.73700647,1.161796416,0,79.00215629,0,3.485389248,0,0,failed,11.4491276,TRUE
732056449,0.949562212,nucleus+,46.1,12336,Pass,IT (L2-3),excitatory,1,20.01091886,68.4,50.70537227,26.48788104,8.324762612,0.756796601,34.81264365,0,0,0,11.35194902,0,0,failed,,TRUE
770369798,0.954397548,nucleus+,56.4,13621,Pass,IT (L2-3),excitatory,1,31.57519987,77.1,35.48247626,61.765792,15.76998945,211.5806918,0,0,24.96914996,0,15.76998945,0,0,high quality,4387.567995,TRUE
774416149,0.859697305,nucleus+,98.8,13108,Pass,IT (L2-3),excitatory,0.9,33.37508532,61.6,55.33910737,82.52323029,2.912584598,112.6199378,5.825169197,0,153.3961222,0,1.941723066,0,0,medium quality,1498.127655,TRUE
677094878,0.927604222,nucleus+,82.9,13281,Pass,IT (L2-3),excitatory,1,36.22437823,75.5,7.858252835,46.16723541,0,88.4053444,0,0,0,0,2.946844813,0,0,failed,995.8445383,TRUE
665713811,0.777312732,nucleus+,70.8,13202,Pass,IT (L2-3),excitatory,0.8,21.55904254,66.1,149.557678,111.6560747,0,0,0,0,0,0,0,0,0,high quality,1690.456169,TRUE
696106680,0.896680232,nucleus+,105,14084,Pass,IT (L2-3),excitatory,0.9,41.11828545,70.3,0,31.39997782,3.924997228,634.8683016,0,0,44.15621881,5.887495842,32.38122713,0,0,failed,1890.464332,TRUE
794208988,0.874640732,nucleus+,66.8,10290,Pass,IT (L2-3),excitatory,0.9,16.71655762,73.4,40.97132008,81.94264015,4.996502448,0,0,0,0,0,0,0,0,failed,3292.182004,TRUE
770255641,0.956300074,nucleus+,116,13142,Pass,IT (L2-3),excitatory,1,36.81723565,66,106.167748,55.32685461,7.476601974,53.83153421,0,0,31.40172829,0,11.96256316,0,1.495320395,high quality,2608.695468,TRUE
732048784,0.788897631,nucleus+,50.9,12377,Pass,IT (L2-3),excitatory,0.8,24.74223291,72,38.285827,66.58404696,138.994198,0,0,0,0,0,0,0,0,failed,3398.443344,TRUE
767433014,0.737012427,nucleus+,113.8,11916,Pass,IT (L2-3),excitatory,0.8,22.08718873,74.9,80.39896262,55.13071723,0,0,0,0,0,0,1.148556609,0,0,high quality,3129.074738,TRUE
793375469,1.194565244,nucleus+,53.8,14670,Pass,IT (L2-3),excitatory,1.2,36.01989875,74.4,188.5510896,119.0848987,28.66858673,540.292596,6.615827706,0,173.1141583,0,11.02637951,0,0,failed,2846.974742,TRUE
654311730,0.63566524,nucleus+,45.3,9105,Pass,IT (L6),excitatory,0.7,20.16121058,80.1,0,229.3171561,9.120568707,9.120568707,143.3232225,0,0,0,0,0,7.81763032,failed,1104.530744,FALSE
760514840,1.02871637,nucleus+,43.1,12981,Pass,IT (L6),excitatory,1.1,32.03927062,77.3,33.36561948,144.2572372,6.869392245,46.12306222,6.869392245,0,0,2.944025248,0.981341749,0,0,failed,1372.997759,FALSE
786448080,0.980583751,nucleus+,49.8,13453,Pass,IT (L6),excitatory,1,55.46453342,76.8,0,62.51312375,9.617403654,16.83045639,0,0,0,0,0,0,0,medium quality,1199.400469,FALSE
707833551,0.837366454,nucleus+,40.9,12141,Pass,IT (L3-5),excitatory,0.9,28.61527571,59.9,0,51.65369722,27.05669854,737.9099602,4.099499779,0,7.379099602,0,0,0,0,failed,7.141313595,TRUE
770255008,1.080275314,nucleus+,57.1,11418,Pass,IT (L3-5),excitatory,1.1,26.00444445,63.2,13.82004061,145.1104264,28.50383377,101.9227995,0,0,300.5858833,0,0,0,0,high quality,,TRUE
769293848,0.92147459,nucleus+,48.3,13610,Pass,IT (L3-5),excitatory,1,29.6211324,68.2,0,103.6337496,26.27334496,229.1619533,0,0,173.6960028,0,0,0,0,failed,347.3227385,TRUE
774356649,0.988927913,nucleus+,93.4,12218,Fail,IT (L3-5),excitatory,1,5.329272064,26.8,0,123.0343217,0,672.587625,16.40457622,0,19.68549146,0,0,0,0,,5555.555497,TRUE
774429713,0.99899038,nucleus+,75.3,12215,Pass,IT (L3-5),excitatory,1,30.21075299,73,2.783925614,115.0689254,12.06367766,356.3424785,0,0,69.59814034,0,7.423801636,0,0,medium quality,2724.177143,TRUE
793696263,0.785560455,nucleus+,70.9,16375,Pass,IT (L3-5),excitatory,0.8,36.89555416,75.6,50.57029501,62.82976047,4.597299546,121.0622214,18.38919818,0,27.58379728,0,7.66216591,0,0,failed,1885.311103,TRUE
794276683,0.802822752,nucleus+,65.9,11583,Pass,IT (L3-5),excitatory,0.9,14.63215093,74.1,0,126.8993319,1.232032348,210.6775315,0,0,70.22584385,0,0,0,0,high quality,3647.416592,TRUE
1010279073,0.714020942,nucleus+,50,9047,Pass,IT (L3-5),excitatory,0.8,19.16644981,64.2,0,30.94953163,0,144.4311476,0,0,0,0,0,0,0,,,FALSE
798338649,0.322838089,nucleus+,62,8175,Fail,IT (L3-5),excitatory,0.4,7.55830113,28.9,0,0,0,0,0,0,0,0,0,0,0,,6.628299,FALSE
774421995,0.921440691,nucleus+,66.5,12731,Pass,IT (L3-5),excitatory,1,22.54383961,71.1,0,107.2995364,0,607.0088057,0,0,210.5114713,0,0,0,0,high quality,4040.404581,TRUE
768891309,0.85845432,nucleus+,50.6,13214,Pass,IT (L3-5),excitatory,0.9,16.05001393,68.6,0,178.2689054,0,94.31000158,0,0,104.6610993,0,43.70463488,0,0,medium quality,1073.345479,TRUE
1010250163,0.705634996,nucleus+,61.6,7155,Pass,IT (L3-5),excitatory,0.8,10.49528769,59.6,114.7530723,344.2592168,0,709.3826285,10.43209748,0,0,0,0,0,0,medium quality,1447.527808,FALSE
854573990,0.859996154,nucleus+,53.4,9819,Fail,IT (L3-5),excitatory,0.9,23.71100113,21.8,0,123.4091381,0,378.1045932,0,0,0,0,0,0,0,,1048.951205,FALSE
