normalized_marker_sum_bin,Vip,Adarb2,Crh,Penk,Calb2,Cxcl14,Sst,Pvalb,Slc17a7,Sv2b,Lingo1,BC048546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.031382375376471,0.0,0.0,0.0,4.683605049363784,7.407916139523817,2.45737485892585,0.0,0.0,0.0,0.0,0.0
0.2,4.580823464394811,1.8675651928657224,1.5626660058205775,3.113290376270002,4.061692171478815,4.640815711224896,0.0,0.6248116423780334,0.938275219860445,0.9884971115236488,1.5828157788379955,0.1399434957778763
0.3,7.914961821283182,2.6054127340222757,1.400167461905187,2.7097912016275827,5.533452644352585,3.055378380706872,0.7991909972894052,0.631709704773982,2.443229163464163,1.5037564597273363,0.6594472742987579,0.7591034357988509
0.4,10.203785990710779,6.382940197541186,3.822857316263114,5.785283786380433,3.9845892023468052,5.827864461796923,0.5310540548420625,1.1315152949692324,1.6206206140971406,0.8764790972717148,0.8279390636031656,0.6759605495789903
0.5000000000000001,10.42705281136551,6.656227527502152,2.6242503824979826,4.343077603448553,4.432629922731127,5.777687422318299,0.6137812892312139,0.7887252394780312,3.510463535299229,1.4662513143249158,1.4638877129493124,0.061389401697505876
0.6000000000000001,10.369932118420119,7.831965274699012,3.357491573230184,5.464776589800469,4.936330770574612,5.452654769786337,0.7441742405070185,1.1648503866433726,2.854679765562583,1.0520383191291158,1.9206139953695787,0.8660145288861506
0.7000000000000001,10.383791928434569,8.441213084865995,4.484186900084448,6.160701200905165,5.076998905821551,6.063459952361544,0.7119762527578763,0.8176650716973703,2.491291512898042,1.8567269735212426,3.2480110634872754,2.6709114508104053
0.8,11.215292338103671,9.985370964555427,4.727680142930545,6.898891900778577,6.8012675066830734,5.099759803061949,0.5404473436588404,1.2807448211548949,1.8672409194745845,1.5467384312580092,1.6647186840218848,0.29318248600767516
0.9,10.29687952100881,11.090608959026634,3.26311222940879,7.489407341069093,6.148978813516246,3.3652375261583543,0.40962916016961526,0.612538027187622,1.7238244699295098,1.2597219007760068,3.0093563457786914,1.1494446249142976
1.0,11.416622474091865,11.753933569299594,3.845271209116188,8.169983536516897,4.883490530196499,4.4042130106666715,0.5177747006920894,0.8617112253631335,2.182976424705983,1.0902655720824477,3.054512421745736,0.6490289688728459
1.1,11.883058437113894,12.24187803197831,6.870254659550853,7.3502321302272,5.056722511712392,5.662490008758193,0.2801808975738832,1.0448981543733644,1.823020083431984,0.7685863430525616,3.212408936894047,1.0734600048757652
1.2,12.114235675145514,12.86814451542082,7.405315831116192,7.511108070657808,5.371644388737727,6.292531402757807,0.36400300347504577,0.6142676580698997,1.6689137314577935,0.8601850478911981,2.15435781900804,0.39207145040799435
