maxmappingprobability,sample_id,dataset
1,SM-D9CZF_S49_E1-50,FACS
0.7,SM-D9CZF_S50_E1-50,FACS
1,SM-D9CZF_S51_E1-50,FACS
1,SM-D9CZF_S52_E1-50,FACS
1,SM-D9CZF_S53_E1-50,FACS
1,SM-D9CZF_S54_E1-50,FACS
0.79,SM-D9CZF_S55_E1-50,FACS
1,SM-D9CZF_S56_E1-50,FACS
1,SM-D9CZF_S65_E1-50,FACS
1,SM-D9CZF_S66_E1-50,FACS
0.78,SM-D9CZF_S67_E1-50,FACS
1,SM-D9CZF_S68_E1-50,FACS
0.98,SM-D9CZF_S69_E1-50,FACS
1,SM-D9CZF_S70_E1-50,FACS
1,SM-D9CZF_S71_E1-50,FACS
1,SM-D9CZF_S72_E1-50,FACS
1,SM-D9CZF_S77_E1-50,FACS
1,SM-D9CZF_S78_E1-50,FACS
0.96,SM-D9CZF_S79_E1-50,FACS
0.51,SM-D9CZF_S80_E1-50,FACS
1,SM-D9CZF_S81_E1-50,FACS
1,SM-D9CZF_S82_E1-50,FACS
1,SM-D9CZF_S83_E1-50,FACS
1,SM-D9CZK_S09_E1-50,FACS
1,SM-D9CZK_S10_E1-50,FACS
0.65,SM-D9CZK_S11_E1-50,FACS
1,SM-D9CZK_S12_E1-50,FACS
0.96,SM-D9CZK_S14_E1-50,FACS
1,SM-D9CZK_S15_E1-50,FACS
1,SM-D9CZK_S16_E1-50,FACS
0.55,SM-D9CZK_S17_E1-50,FACS
1,SM-D9CZK_S18_E1-50,FACS
0.96,SM-D9CZK_S19_E1-50,FACS
1,SM-D9CZK_S20_E1-50,FACS
1,SM-D9CZK_S22_E1-50,FACS
0.77,SM-D9CZK_S27_E1-50,FACS
0.87,SM-D9CZK_S29_E1-50,FACS
1,SM-D9CZK_S33_E1-50,FACS
1,SM-D9CZK_S35_E1-50,FACS
1,SM-D9CZK_S36_E1-50,FACS
1,SM-D9CZK_S40_E1-50,FACS
1,SM-D9CZK_S41_E1-50,FACS
1,SM-D9CZK_S45_E1-50,FACS
1,SM-D9CZK_S48_E1-50,FACS
1,SM-D9CZK_S49_E1-50,FACS
1,SM-D9CZK_S51_E1-50,FACS
0.68,SM-D9CZK_S53_E1-50,FACS
0.8,SM-D9CZK_S55_E1-50,FACS
1,SM-D9CZK_S56_E1-50,FACS
0.52,SM-D9CZK_S57_E1-50,FACS
1,SM-D9CZK_S59_E1-50,FACS
0.98,SM-D9CZK_S60_E1-50,FACS
0.95,SM-D9CZK_S61_E1-50,FACS
0.99,SM-D9CZK_S62_E1-50,FACS
1,SM-D9CZK_S68_E1-50,FACS
1,SM-D9CZK_S70_E1-50,FACS
1,SM-D9CZK_S73_E1-50,FACS
1,SM-D9CZK_S76_E1-50,FACS
0.81,SM-D9CZK_S77_E1-50,FACS
1,SM-D9CZK_S81_E1-50,FACS
1,SM-D9CZK_S87_E1-50,FACS
1,SM-D9CZK_S88_E1-50,FACS
1,SM-D9CZK_S94_E1-50,FACS
0.95,SM-D9CZK_S95_E1-50,FACS
0.56,SM-D9CZL_S01_E1-50,FACS
1,SM-D9CZL_S02_E1-50,FACS
1,SM-D9CZL_S03_E1-50,FACS
1,SM-D9CZL_S04_E1-50,FACS
1,SM-D9CZL_S05_E1-50,FACS
1,SM-D9CZL_S06_E1-50,FACS
1,SM-D9CZL_S07_E1-50,FACS
0.53,SM-D9CZL_S08_E1-50,FACS
1,SM-D9CZL_S17_E1-50,FACS
1,SM-D9CZL_S18_E1-50,FACS
0.58,SM-D9CZL_S20_E1-50,FACS
1,SM-D9CZL_S21_E1-50,FACS
0.62,SM-D9CZL_S22_E1-50,FACS
1,SM-D9CZL_S23_E1-50,FACS
1,SM-D9CZL_S24_E1-50,FACS
1,SM-D9CZL_S25_E1-50,FACS
0.89,SM-D9CZL_S26_E1-50,FACS
0.62,SM-D9CZL_S27_E1-50,FACS
1,SM-D9CZL_S28_E1-50,FACS
0.98,SM-D9CZL_S29_E1-50,FACS
1,SM-D9CZL_S30_E1-50,FACS
1,SM-D9CZL_S31_E1-50,FACS
1,SM-D9CZL_S32_E1-50,FACS
1,SM-D9CZL_S33_E1-50,FACS
1,SM-D9CZL_S37_E1-50,FACS
0.99,SM-D9CZL_S38_E1-50,FACS
1,SM-D9CZL_S42_E1-50,FACS
1,SM-D9CZL_S43_E1-50,FACS
1,SM-D9CZL_S44_E1-50,FACS
0.98,SM-D9CZL_S45_E1-50,FACS
1,SM-D9CZL_S46_E1-50,FACS
1,SM-D9CZL_S50_E1-50,FACS
1,SM-D9CZL_S51_E1-50,FACS
1,SM-D9CZL_S53_E1-50,FACS
1,SM-D9CZL_S54_E1-50,FACS
0.51,SM-D9CZL_S55_E1-50,FACS
0.97,SM-D9CZL_S57_E1-50,FACS
1,SM-D9CZL_S58_E1-50,FACS
1,SM-D9CZL_S59_E1-50,FACS
1,SM-D9CZL_S64_E1-50,FACS
1,SM-D9CZL_S65_E1-50,FACS
1,SM-D9CZL_S66_E1-50,FACS
0.98,SM-D9CZL_S67_E1-50,FACS
1,SM-D9CZL_S68_E1-50,FACS
0.93,SM-D9CZL_S70_E1-50,FACS
1,SM-D9CZL_S72_E1-50,FACS
0.76,SM-D9CZL_S74_E1-50,FACS
0.88,SM-D9CZL_S77_E1-50,FACS
1,SM-D9CZL_S81_E1-50,FACS
1,SM-D9CZL_S84_E1-50,FACS
1,SM-D9CZL_S85_E1-50,FACS
1,SM-D9CZL_S89_E1-50,FACS
1,SM-D9CZL_S90_E1-50,FACS
1,SM-D9CZL_S95_E1-50,FACS
0.96,SM-D9CZM_S05_E1-50,FACS
1,SM-D9CZM_S06_E1-50,FACS
1,SM-D9CZM_S07_E1-50,FACS
0.58,SM-D9CZM_S11_E1-50,FACS
0.58,SM-D9CZM_S12_E1-50,FACS
1,SM-D9CZM_S14_E1-50,FACS
0.73,SM-D9CZM_S15_E1-50,FACS
0.59,SM-D9CZM_S25_E1-50,FACS
0.75,SM-D9CZM_S26_E1-50,FACS
0.72,SM-D9CZM_S28_E1-50,FACS
1,SM-D9CZM_S29_E1-50,FACS
1,SM-D9CZM_S30_E1-50,FACS
0.97,SM-D9CZM_S32_E1-50,FACS
0.67,SM-D9CZM_S33_E1-50,FACS
0.99,SM-D9CZM_S34_E1-50,FACS
0.87,SM-D9CZM_S35_E1-50,FACS
1,SM-D9CZM_S36_E1-50,FACS
1,SM-D9CZM_S37_E1-50,FACS
1,SM-D9CZM_S38_E1-50,FACS
0.65,SM-D9CZM_S41_E1-50,FACS
0.98,SM-D9CZM_S42_E1-50,FACS
1,SM-D9CZM_S43_E1-50,FACS
1,SM-D9CZM_S44_E1-50,FACS
1,SM-D9CZM_S45_E1-50,FACS
1,SM-D9CZM_S46_E1-50,FACS
0.58,SM-D9CZM_S47_E1-50,FACS
0.54,SM-D9CZM_S48_E1-50,FACS
0.8,SM-D9CZM_S49_E1-50,FACS
1,SM-D9CZM_S50_E1-50,FACS
0.98,SM-D9CZM_S51_E1-50,FACS
0.99,SM-D9CZM_S52_E1-50,FACS
1,SM-D9CZM_S53_E1-50,FACS
0.57,SM-D9CZM_S54_E1-50,FACS
0.7,SM-D9CZM_S55_E1-50,FACS
0.5,SM-D9CZM_S56_E1-50,FACS
0.88,SM-D9CZM_S57_E1-50,FACS
0.98,SM-D9CZM_S65_E1-50,FACS
0.61,SM-D9CZM_S66_E1-50,FACS
0.52,SM-D9CZM_S67_E1-50,FACS
0.85,SM-D9CZM_S68_E1-50,FACS
1,SM-D9CZM_S69_E1-50,FACS
0.5,SM-D9CZM_S70_E1-50,FACS
1,SM-D9CZM_S71_E1-50,FACS
0.99,SM-D9CZM_S72_E1-50,FACS
0.68,SM-D9CZM_S73_E1-50,FACS
1,SM-D9CZM_S75_E1-50,FACS
1,SM-D9CZM_S76_E1-50,FACS
1,SM-D9CZM_S77_E1-50,FACS
1,SM-D9CZM_S78_E1-50,FACS
1,SM-D9CZM_S79_E1-50,FACS
1,SM-D9CZM_S80_E1-50,FACS
1,SM-D9CZM_S81_E1-50,FACS
0.67,SM-D9CZM_S82_E1-50,FACS
0.84,SM-D9CZM_S83_E1-50,FACS
1,SM-D9CZM_S85_E1-50,FACS
1,SM-D9CZM_S86_E1-50,FACS
1,SM-D9CZM_S87_E1-50,FACS
1,SM-D9CZM_S88_E1-50,FACS
1,SM-D9CZM_S91_E1-50,FACS
1,SM-D9CZM_S92_E1-50,FACS
1,SM-D9CZM_S93_E1-50,FACS
0.71,SM-D9CZM_S94_E1-50,FACS
0.97,SM-D9CZM_S95_E1-50,FACS
0.64,SM-D9CZM_S96_E1-50,FACS
1,SM-D9CZP_S03_E1-50,FACS
0.91,SM-D9CZP_S06_E1-50,FACS
1,SM-D9CZP_S07_E1-50,FACS
1,SM-D9CZP_S13_E1-50,FACS
1,SM-D9CZP_S14_E1-50,FACS
1,SM-D9CZP_S17_E1-50,FACS
0.74,SM-D9CZP_S18_E1-50,FACS
1,SM-D9CZP_S19_E1-50,FACS
1,SM-D9CZP_S20_E1-50,FACS
0.77,SM-D9CZP_S21_E1-50,FACS
0.98,SM-D9CZP_S25_E1-50,FACS
0.5,SM-D9CZP_S26_E1-50,FACS
1,SM-D9CZP_S27_E1-50,FACS
0.87,SM-D9CZP_S28_E1-50,FACS
1,SM-D9CZP_S29_E1-50,FACS
0.79,SM-D9CZP_S30_E1-50,FACS
0.52,SM-D9CZP_S31_E1-50,FACS
1,SM-D9CZP_S32_E1-50,FACS
0.49,SM-D9CZP_S33_E1-50,FACS
1,SM-D9CZP_S34_E1-50,FACS
0.99,SM-D9CZP_S35_E1-50,FACS
1,SM-D9CZP_S36_E1-50,FACS
1,SM-D9CZP_S37_E1-50,FACS
0.53,SM-D9CZP_S38_E1-50,FACS
1,SM-D9CZP_S39_E1-50,FACS
1,SM-D9CZP_S40_E1-50,FACS
1,SM-D9CZP_S49_E1-50,FACS
1,SM-D9CZP_S50_E1-50,FACS
1,SM-D9CZP_S51_E1-50,FACS
0.43,SM-D9CZP_S52_E1-50,FACS
1,SM-D9CZP_S53_E1-50,FACS
0.87,SM-D9CZP_S54_E1-50,FACS
1,SM-D9CZP_S55_E1-50,FACS
0.55,SM-D9CZP_S56_E1-50,FACS
0.46,SM-D9CZP_S57_E1-50,FACS
1,SM-D9CZP_S58_E1-50,FACS
0.76,SM-D9CZP_S59_E1-50,FACS
0.88,SM-D9CZP_S60_E1-50,FACS
0.79,SM-D9CZP_S61_E1-50,FACS
0.62,SM-D9CZP_S62_E1-50,FACS
0.77,SM-D9CZP_S63_E1-50,FACS
1,SM-D9CZP_S64_E1-50,FACS
1,SM-D9CZP_S65_E1-50,FACS
1,SM-D9CZP_S66_E1-50,FACS
1,SM-D9CZP_S69_E1-50,FACS
1,SM-D9CZP_S71_E1-50,FACS
1,SM-D9CZP_S77_E1-50,FACS
0.95,SM-D9CZP_S81_E1-50,FACS
0.6,SM-D9CZP_S82_E1-50,FACS
1,SM-D9CZP_S83_E1-50,FACS
0.92,SM-D9CZP_S84_E1-50,FACS
1,SM-D9CZP_S85_E1-50,FACS
1,SM-D9CZP_S86_E1-50,FACS
0.76,SM-D9CZP_S87_E1-50,FACS
1,SM-D9CZP_S88_E1-50,FACS
0.76,SM-D9CZP_S89_E1-50,FACS
1,SM-D9CZP_S90_E1-50,FACS
1,SM-D9CZP_S91_E1-50,FACS
0.5,SM-D9CZP_S92_E1-50,FACS
0.95,SM-D9CZP_S93_E1-50,FACS
0.72,SM-D9CZP_S94_E1-50,FACS
0.99,SM-D9CZP_S95_E1-50,FACS
1,SM-D9CZP_S96_E1-50,FACS
1,SM-D9CZQ_S01_E1-50,FACS
1,SM-D9CZQ_S02_E1-50,FACS
0.58,SM-D9CZQ_S03_E1-50,FACS
1,SM-D9CZQ_S04_E1-50,FACS
0.53,SM-D9CZQ_S05_E1-50,FACS
1,SM-D9CZQ_S06_E1-50,FACS
1,SM-D9CZQ_S07_E1-50,FACS
1,SM-D9CZQ_S08_E1-50,FACS
0.91,SM-D9CZQ_S09_E1-50,FACS
1,SM-D9CZQ_S10_E1-50,FACS
0.79,SM-D9CZQ_S11_E1-50,FACS
0.55,SM-D9CZQ_S12_E1-50,FACS
1,SM-D9CZQ_S13_E1-50,FACS
1,SM-D9CZQ_S14_E1-50,FACS
0.97,SM-D9CZQ_S15_E1-50,FACS
1,SM-D9CZQ_S16_E1-50,FACS
1,SM-D9CZQ_S17_E1-50,FACS
1,SM-D9CZQ_S18_E1-50,FACS
0.53,SM-D9CZQ_S19_E1-50,FACS
1,SM-D9CZQ_S20_E1-50,FACS
1,SM-D9CZQ_S21_E1-50,FACS
1,SM-D9CZQ_S22_E1-50,FACS
1,SM-D9CZQ_S23_E1-50,FACS
1,SM-D9CZQ_S24_E1-50,FACS
1,SM-D9CZQ_S25_E1-50,FACS
0.88,SM-D9CZQ_S26_E1-50,FACS
1,SM-D9CZQ_S27_E1-50,FACS
1,SM-D9CZQ_S28_E1-50,FACS
0.33,SM-D9CZQ_S29_E1-50,FACS
1,SM-D9CZQ_S30_E1-50,FACS
0.56,SM-D9CZQ_S31_E1-50,FACS
1,SM-D9CZQ_S32_E1-50,FACS
0.99,SM-D9CZQ_S33_E1-50,FACS
1,SM-D9CZQ_S34_E1-50,FACS
0.66,SM-D9CZQ_S35_E1-50,FACS
1,SM-D9CZQ_S36_E1-50,FACS
1,SM-D9CZQ_S37_E1-50,FACS
1,SM-D9CZQ_S38_E1-50,FACS
0.54,SM-D9CZQ_S39_E1-50,FACS
1,SM-D9CZQ_S40_E1-50,FACS
1,SM-D9CZQ_S41_E1-50,FACS
1,SM-D9CZQ_S42_E1-50,FACS
1,SM-D9CZQ_S43_E1-50,FACS
0.92,SM-D9CZQ_S44_E1-50,FACS
0.99,SM-D9CZQ_S45_E1-50,FACS
1,SM-D9CZQ_S46_E1-50,FACS
1,SM-D9CZQ_S47_E1-50,FACS
1,SM-D9CZQ_S48_E1-50,FACS
1,SM-D9CZQ_S57_E1-50,FACS
0.54,SM-D9CZQ_S58_E1-50,FACS
1,SM-D9CZQ_S59_E1-50,FACS
1,SM-D9CZQ_S60_E1-50,FACS
1,SM-D9CZQ_S62_E1-50,FACS
0.95,SM-D9CZQ_S63_E1-50,FACS
0.77,SM-D9CZQ_S64_E1-50,FACS
1,SM-D9CZQ_S65_E1-50,FACS
1,SM-D9CZQ_S66_E1-50,FACS
1,SM-D9CZQ_S67_E1-50,FACS
1,SM-D9CZQ_S68_E1-50,FACS
1,SM-D9CZQ_S69_E1-50,FACS
0.54,SM-D9CZQ_S70_E1-50,FACS
1,SM-D9CZQ_S71_E1-50,FACS
1,SM-D9CZQ_S72_E1-50,FACS
1,SM-D9CZQ_S73_E1-50,FACS
1,SM-D9CZQ_S74_E1-50,FACS
1,SM-D9CZQ_S75_E1-50,FACS
1,SM-D9CZQ_S76_E1-50,FACS
1,SM-D9CZQ_S77_E1-50,FACS
1,SM-D9CZQ_S78_E1-50,FACS
1,SM-D9CZQ_S79_E1-50,FACS
0.35,SM-D9CZQ_S80_E1-50,FACS
1,SM-D9CZQ_S81_E1-50,FACS
1,SM-D9CZQ_S82_E1-50,FACS
1,SM-D9CZQ_S83_E1-50,FACS
1,SM-D9CZQ_S86_E1-50,FACS
1,SM-D9CZQ_S87_E1-50,FACS
1,SM-D9CZQ_S88_E1-50,FACS
0.87,SM-D9CZT_S09_E1-50,FACS
1,SM-D9CZT_S10_E1-50,FACS
1,SM-D9CZT_S11_E1-50,FACS
1,SM-D9CZT_S12_E1-50,FACS
0.98,SM-D9CZT_S13_E1-50,FACS
1,SM-D9CZT_S14_E1-50,FACS
1,SM-D9CZT_S15_E1-50,FACS
1,SM-D9CZT_S16_E1-50,FACS
1,SM-D9CZT_S17_E1-50,FACS
0.84,SM-D9CZT_S18_E1-50,FACS
0.8,SM-D9CZT_S19_E1-50,FACS
1,SM-D9CZT_S20_E1-50,FACS
1,SM-D9CZT_S21_E1-50,FACS
1,SM-D9CZT_S22_E1-50,FACS
1,SM-D9CZT_S23_E1-50,FACS
1,SM-D9CZT_S24_E1-50,FACS
0.85,SM-D9CZT_S25_E1-50,FACS
1,SM-D9CZT_S26_E1-50,FACS
1,SM-D9CZT_S27_E1-50,FACS
1,SM-D9CZT_S28_E1-50,FACS
1,SM-D9CZT_S29_E1-50,FACS
1,SM-D9CZT_S30_E1-50,FACS
1,SM-D9CZT_S31_E1-50,FACS
1,SM-D9CZT_S32_E1-50,FACS
0.43,SM-D9CZT_S33_E1-50,FACS
0.67,SM-D9CZT_S34_E1-50,FACS
0.7,SM-D9CZT_S35_E1-50,FACS
1,SM-D9CZT_S36_E1-50,FACS
0.99,SM-D9CZT_S37_E1-50,FACS
1,SM-D9CZT_S38_E1-50,FACS
0.94,SM-D9CZT_S39_E1-50,FACS
0.85,SM-D9CZT_S40_E1-50,FACS
0.39,SM-D9CZT_S41_E1-50,FACS
1,SM-D9CZT_S42_E1-50,FACS
1,SM-D9CZT_S43_E1-50,FACS
1,SM-D9CZT_S44_E1-50,FACS
0.77,SM-D9CZT_S45_E1-50,FACS
0.92,SM-D9CZT_S46_E1-50,FACS
1,SM-D9CZT_S47_E1-50,FACS
0.52,SM-D9CZT_S48_E1-50,FACS
1,SM-D9CZT_S49_E1-50,FACS
0.91,SM-D9CZT_S50_E1-50,FACS
1,SM-D9CZT_S51_E1-50,FACS
0.5,SM-D9CZT_S53_E1-50,FACS
0.51,SM-D9CZT_S54_E1-50,FACS
1,SM-D9CZT_S55_E1-50,FACS
0.99,SM-D9CZT_S56_E1-50,FACS
1,SM-D9CZT_S57_E1-50,FACS
1,SM-D9CZT_S58_E1-50,FACS
1,SM-D9CZT_S59_E1-50,FACS
0.99,SM-D9CZT_S60_E1-50,FACS
1,SM-D9CZT_S61_E1-50,FACS
0.73,SM-D9CZT_S62_E1-50,FACS
0.42,SM-D9CZT_S63_E1-50,FACS
1,SM-D9CZT_S64_E1-50,FACS
0.87,SM-D9CZT_S65_E1-50,FACS
1,SM-D9CZT_S66_E1-50,FACS
1,SM-D9CZT_S67_E1-50,FACS
1,SM-D9CZT_S68_E1-50,FACS
1,SM-D9CZT_S69_E1-50,FACS
1,SM-D9CZT_S70_E1-50,FACS
1,SM-D9CZT_S71_E1-50,FACS
1,SM-D9CZT_S72_E1-50,FACS
0.9,SM-D9CZT_S81_E1-50,FACS
1,SM-D9CZT_S82_E1-50,FACS
0.99,SM-D9CZT_S83_E1-50,FACS
1,SM-D9CZT_S84_E1-50,FACS
1,SM-D9CZT_S85_E1-50,FACS
1,SM-D9CZT_S86_E1-50,FACS
0.68,SM-D9CZT_S87_E1-50,FACS
0.92,SM-D9CZT_S88_E1-50,FACS
1,SM-D9CZT_S96_E1-50,FACS
0.67,SM-D9D14_S01_E1-50,FACS
1,SM-D9D14_S02_E1-50,FACS
0.53,SM-D9D14_S03_E1-50,FACS
0.5,SM-D9D14_S04_E1-50,FACS
0.61,SM-D9D14_S05_E1-50,FACS
1,SM-D9D14_S06_E1-50,FACS
1,SM-D9D14_S07_E1-50,FACS
0.57,SM-D9D14_S08_E1-50,FACS
1,SM-D9D78_S89_E1-50,FACS
0.5,SM-D9D7O_S73_E1-50,FACS
1,SM-D9D7O_S74_E1-50,FACS
1,SM-D9D7O_S75_E1-50,FACS
0.54,SM-D9D85_S90_E1-50,FACS
0.5,SM-D9D85_S91_E1-50,FACS
1,SM-D9D8F_S82_E1-50,FACS
1,SM-D9D8F_S89_E1-50,FACS
1,SM-D9D8F_S91_E1-50,FACS
1,SM-D9D8F_S93_E1-50,FACS
0.98,SM-D9D8F_S94_E1-50,FACS
1,SM-D9D8F_S96_E1-50,FACS
1,SM-D9D8G_S88_E1-50,FACS
1,SM-D9D8G_S93_E1-50,FACS
0.99,SM-D9D8G_S94_E1-50,FACS
1,SM-D9D8H_S81_E1-50,FACS
0.98,SM-D9D8H_S84_E1-50,FACS
0.52,SM-D9D8H_S86_E1-50,FACS
1,SM-D9D8H_S89_E1-50,FACS
1,SM-D9D8H_S92_E1-50,FACS
0.58,SM-D9D8H_S93_E1-50,FACS
1,SM-D9D8H_S94_E1-50,FACS
0.99,SM-D9D8I_S87_E1-50,FACS
1,SM-D9D8I_S89_E1-50,FACS
0.86,SM-D9D8I_S90_E1-50,FACS
1,SM-D9D8I_S92_E1-50,FACS
1,SM-D9D8I_S95_E1-50,FACS
1,SM-D9D8J_S66_E1-50,FACS
0.99,SM-D9D8J_S89_E1-50,FACS
0.52,SM-D9D8J_S90_E1-50,FACS
0.64,SM-D9D8J_S91_E1-50,FACS
1,SM-D9D8J_S92_E1-50,FACS
0.98,SM-D9D8J_S93_E1-50,FACS
1,SM-D9D8J_S96_E1-50,FACS
1,SM-D9D8K_S90_E1-50,FACS
0.83,SM-D9D8K_S91_E1-50,FACS
1,SM-D9D8K_S92_E1-50,FACS
0.65,SM-D9D8K_S93_E1-50,FACS
0.51,SM-D9D8K_S94_E1-50,FACS
1,SM-D9D8K_S95_E1-50,FACS
1,SM-D9D8K_S96_E1-50,FACS
0.67,SM-D9D9E_S80_E1-50,FACS
0.49,SM-D9E4J_S25_E1-50,FACS
0.74,SM-D9E4J_S26_E1-50,FACS
1,SM-D9E4J_S28_E1-50,FACS
0.56,SM-D9E4J_S29_E1-50,FACS
0.96,SM-D9E4J_S30_E1-50,FACS
1,SM-D9E4J_S31_E1-50,FACS
1,SM-D9E4J_S32_E1-50,FACS
1,SM-D9E4J_S33_E1-50,FACS
0.98,SM-D9E4J_S34_E1-50,FACS
0.83,SM-D9E4J_S35_E1-50,FACS
1,SM-D9E4J_S37_E1-50,FACS
0.99,SM-D9E4J_S38_E1-50,FACS
1,SM-D9E4J_S39_E1-50,FACS
0.68,SM-D9E4J_S40_E1-50,FACS
1,SM-D9E4J_S41_E1-50,FACS
1,SM-D9E4J_S42_E1-50,FACS
1,SM-D9E4J_S43_E1-50,FACS
0.92,SM-D9E4J_S44_E1-50,FACS
1,SM-D9E4J_S45_E1-50,FACS
0.51,SM-D9E4J_S46_E1-50,FACS
1,SM-D9E4J_S47_E1-50,FACS
0.52,SM-D9E4J_S49_E1-50,FACS
0.79,SM-D9E4J_S50_E1-50,FACS
1,SM-D9E4J_S51_E1-50,FACS
1,SM-D9E4J_S52_E1-50,FACS
1,SM-D9E4J_S53_E1-50,FACS
0.52,SM-D9E4J_S54_E1-50,FACS
0.81,SM-D9E4J_S55_E1-50,FACS
1,SM-D9E4J_S56_E1-50,FACS
1,SM-D9E4J_S58_E1-50,FACS
1,SM-D9E4J_S59_E1-50,FACS
1,SM-D9E4J_S60_E1-50,FACS
0.61,SM-D9E4J_S61_E1-50,FACS
0.5,SM-D9E4J_S62_E1-50,FACS
0.98,SM-D9E4J_S63_E1-50,FACS
1,SM-D9E4J_S64_E1-50,FACS
1,SM-D9E4J_S65_E1-50,FACS
1,SM-D9E4J_S66_E1-50,FACS
1,SM-D9E4J_S67_E1-50,FACS
1,SM-D9E4J_S68_E1-50,FACS
1,SM-D9E4J_S69_E1-50,FACS
1,SM-D9E4J_S70_E1-50,FACS
1,SM-D9E4J_S71_E1-50,FACS
0.99,SM-D9E4J_S72_E1-50,FACS
0.78,SM-D9E4J_S73_E1-50,FACS
0.99,SM-D9E4J_S75_E1-50,FACS
0.71,SM-D9E4J_S76_E1-50,FACS
1,SM-D9E4J_S77_E1-50,FACS
0.55,SM-D9E4J_S78_E1-50,FACS
0.93,SM-D9E4J_S79_E1-50,FACS
1,SM-D9E4J_S80_E1-50,FACS
1,SM-D9E4K_S01_E1-50,FACS
0.51,SM-D9E4K_S02_E1-50,FACS
0.99,SM-D9E4K_S03_E1-50,FACS
1,SM-D9E4K_S04_E1-50,FACS
0.7,SM-D9E4K_S05_E1-50,FACS
1,SM-D9E4K_S06_E1-50,FACS
0.65,SM-D9E4K_S07_E1-50,FACS
0.75,SM-D9E4K_S08_E1-50,FACS
0.45,SM-D9E4K_S09_E1-50,FACS
0.61,SM-D9E4K_S10_E1-50,FACS
1,SM-D9E4K_S11_E1-50,FACS
0.75,SM-D9E4K_S12_E1-50,FACS
1,SM-D9E4K_S13_E1-50,FACS
0.63,SM-D9E4K_S14_E1-50,FACS
1,SM-D9E4K_S15_E1-50,FACS
1,SM-D9E4K_S16_E1-50,FACS
0.56,SM-D9E4K_S25_E1-50,FACS
0.81,SM-D9E4K_S26_E1-50,FACS
1,SM-D9E4K_S27_E1-50,FACS
1,SM-D9E4K_S28_E1-50,FACS
0.43,SM-D9E4K_S29_E1-50,FACS
0.63,SM-D9E4K_S30_E1-50,FACS
1,SM-D9E4K_S32_E1-50,FACS
1,SM-D9E4K_S33_E1-50,FACS
1,SM-D9E4K_S34_E1-50,FACS
1,SM-D9E4K_S35_E1-50,FACS
0.92,SM-D9E4K_S36_E1-50,FACS
0.93,SM-D9E4K_S37_E1-50,FACS
1,SM-D9E4K_S38_E1-50,FACS
1,SM-D9E4K_S39_E1-50,FACS
0.83,SM-D9E4K_S40_E1-50,FACS
0.99,SM-D9E4K_S41_E1-50,FACS
1,SM-D9E4K_S42_E1-50,FACS
0.42,SM-D9E4K_S43_E1-50,FACS
1,SM-D9E4K_S44_E1-50,FACS
0.81,SM-D9E4K_S45_E1-50,FACS
1,SM-D9E4K_S46_E1-50,FACS
1,SM-D9E4K_S47_E1-50,FACS
0.99,SM-D9E4K_S48_E1-50,FACS
0.85,SM-D9E4K_S49_E1-50,FACS
1,SM-D9E4K_S50_E1-50,FACS
0.62,SM-D9E4K_S51_E1-50,FACS
1,SM-D9E4K_S52_E1-50,FACS
0.97,SM-D9E4K_S53_E1-50,FACS
1,SM-D9E4K_S54_E1-50,FACS
0.44,SM-D9E4K_S55_E1-50,FACS
0.99,SM-D9E4K_S56_E1-50,FACS
1,SM-D9E4K_S57_E1-50,FACS
0.93,SM-D9E4K_S58_E1-50,FACS
1,SM-D9E4K_S59_E1-50,FACS
0.95,SM-D9E4K_S60_E1-50,FACS
0.8,SM-D9E4K_S61_E1-50,FACS
0.71,SM-D9E4K_S62_E1-50,FACS
1,SM-D9E4K_S63_E1-50,FACS
0.51,SM-D9E4K_S64_E1-50,FACS
1,SM-D9E4K_S65_E1-50,FACS
0.87,SM-D9E4K_S66_E1-50,FACS
1,SM-D9E4K_S67_E1-50,FACS
0.83,SM-D9E4K_S68_E1-50,FACS
1,SM-D9E4K_S69_E1-50,FACS
1,SM-D9E4K_S70_E1-50,FACS
1,SM-D9E4K_S71_E1-50,FACS
0.67,SM-D9E4K_S72_E1-50,FACS
1,SM-D9E4K_S73_E1-50,FACS
1,SM-D9E4K_S74_E1-50,FACS
0.99,SM-D9E4K_S75_E1-50,FACS
1,SM-D9E4K_S77_E1-50,FACS
1,SM-D9E4K_S79_E1-50,FACS
1,SM-D9E4M_S59_E1-50,FACS
1,SM-D9E4M_S60_E1-50,FACS
1,SM-D9E4M_S62_E1-50,FACS
0.72,SM-D9E4M_S63_E1-50,FACS
1,SM-D9E4M_S65_E1-50,FACS
1,SM-D9E4M_S67_E1-50,FACS
1,SM-D9E4M_S68_E1-50,FACS
1,SM-D9E4M_S70_E1-50,FACS
0.89,SM-D9E4M_S71_E1-50,FACS
1,SM-D9E4M_S73_E1-50,FACS
0.91,SM-D9E4M_S75_E1-50,FACS
0.85,SM-D9E4M_S76_E1-50,FACS
1,SM-D9E4M_S78_E1-50,FACS
0.82,SM-D9E4M_S83_E1-50,FACS
0.98,SM-D9E4M_S84_E1-50,FACS
0.57,SM-D9E4M_S86_E1-50,FACS
1,SM-D9E4M_S89_E1-50,FACS
0.65,SM-D9E4M_S90_E1-50,FACS
0.58,SM-D9E4M_S91_E1-50,FACS
0.86,SM-D9E4M_S92_E1-50,FACS
0.61,SM-D9E4M_S94_E1-50,FACS
