maxmappingprobability,sample_id,dataset
0.89,P8S4_170712_358_A01,nms_pass
0.89,P8S4_170920_353_A01,nms_pass
0.89,P8S4_180219_351_A01,nms_pass
0.89,PES4_190507_652_A01,nms_pass
0.89,PES4_190507_654_A01,nms_pass
0.89,PES4_190509_652_A01,nms_pass
0.88,P1S4_180202_004_A01,nms_pass
0.88,P1S4_180604_003_A01,nms_pass
0.88,P8S4_180220_351_A01,nms_pass
0.88,P9S4_180122_406_A01,nms_pass
0.88,PBS4_180417_504_A01,nms_pass
0.88,PBS4_180725_506_A01,nms_pass
0.88,PBS4_181102_501_A01,nms_pass
0.88,PBS4_181102_505_A01,nms_pass
0.88,PES4_180823_655_A01,nms_pass
0.87,P2S4_180821_053_A01,nms_pass
0.87,P8S4_171117_354_A01,nms_pass
0.87,P9S4_180604_401_A01,nms_pass
0.87,PAS4_180529_452_A01,nms_pass
0.87,PFS4_180910_705_A01,nms_pass
0.86,P1S4_180417_002_A01,nms_pass
0.86,P1S4_180531_001_A01,nms_pass
0.86,P2S4_180605_053_A01,nms_pass
0.86,P8S4_180316_356_A01,nms_pass
0.86,P8S4_180720_351_A01,nms_pass
0.86,PAS4_180430_452_A01,nms_pass
0.86,PFS4_181102_705_A01,nms_pass
0.85,P1S4_190816_001_A01,nms_pass
0.85,P2S4_180410_055_A01,nms_pass
0.85,P2S4_180606_052_A01,nms_pass
0.85,PBS4_181214_503_A01,nms_pass
0.85,PFS4_180911_706_A01,nms_pass
0.85,PFS4_181102_703_A01,nms_pass
0.84,P1S4_181213_001_A01,nms_pass
0.84,P1S4_190325_004_A01,nms_pass
0.84,P8S4_190104_358_A01,nms_pass
0.84,P8S4_190107_352_A01,nms_pass
0.84,PAS4_180905_454_A01,nms_pass
0.84,PES4_181002_656_A01,nms_pass
0.84,PFS4_181030_703_A01,nms_pass
0.83,P2S4_170911_052_A01,nms_pass
0.83,P2S4_171106_052_A01,nms_pass
0.83,P8S4_180202_351_A01,nms_pass
0.83,P8S4_180227_351_A01,nms_pass
0.83,PES4_180821_654_A01,nms_pass
0.83,PFS4_180914_704_A01,nms_pass
0.83,PFS4_190201_701_A01,nms_pass
0.82,P1S4_181213_003_A01,nms_pass
0.82,P2S4_180716_052_A01,nms_pass
0.82,P8S4_171120_354_A01,nms_pass
0.82,P8S4_190620_353_A01,nms_pass
0.82,PAS4_190510_456_A01,nms_pass
0.81,P8S4_190405_356_A01,nms_pass
0.81,PFS4_181003_701_A01,nms_pass
0.8,PFS4_181003_704_A01,nms_pass
0.8,PXS4_181220_003_A01,nms_pass
0.79,PAS4_181029_451_A01,nms_pass
0.79,PXS4_181220_355_A01,nms_pass
0.78,P2S4_180822_055_A01,nms_pass
0.73,PES4_190110_651_A01,nms_pass
0.72,PAS4_180910_455_A01,nms_pass
0.71,PXS4_181221_355_A01,nms_pass
1,P1S4_181127_001_A01,nms_pass
1,P8S4_180605_354_A01,nms_pass
1,P8S4_180608_355_A01,nms_pass
1,P8S4_190115_356_A01,nms_pass
1,PAS4_171019_452_A01,nms_pass
1,PAS4_180730_452_A01,nms_pass
1,PAS4_181030_451_A01,nms_pass
1,PAS4_190308_452_A01,nms_pass
1,PBS4_180706_509_A01,nms_pass
1,PBS4_180731_508_A01,nms_pass
1,PFS4_190212_702_A01,nms_pass
0.98,P8S4_180606_353_A01,nms_pass
0.96,P1S4_180424_002_A01,nms_pass
0.95,PXS4_190201_351_A01,nms_pass
0.92,P1S4_180914_005_A01,nms_pass
0.92,PAS4_200724_454_A01,nms_pass
0.89,P2S4_171005_055_A01,nms_pass
0.87,PBS4_180807_504_A01,nms_pass
0.83,PXS4_180928_701_A01,nms_pass
0.8,P8S4_190506_353_A01,nms_pass
0.79,P8S4_171120_353_A01,nms_pass
0.76,PAS4_180620_451_A01,nms_pass
1,P1S4_180821_003_A01,nms_pass
1,P2S4_171003_057_A01,nms_pass
1,P2S4_180228_051_A01,nms_pass
1,P2S4_180822_053_A01,nms_pass
1,P8S4_171031_352_A01,nms_pass
1,P8S4_180807_354_A01,nms_pass
1,P8S4_180914_357_A01,nms_pass
1,P9S4_180605_401_A01,nms_pass
1,PAS4_180531_451_A01,nms_pass
1,PBS4_180713_501_A01,nms_pass
1,PBS4_180727_505_A01,nms_pass
1,PES4_200714_657_A01,nms_pass
1,PES4_200715_655_A01,nms_pass
1,PXS4_180921_001_A01,nms_pass
1,PXS4_180921_002_A01,nms_pass
1,PXS4_180928_453_A01,nms_pass
1,PXS4_190201_357_A01,nms_pass
1,PXS4_190207_453_A01,nms_pass
1,PXS4_190207_454_A01,nms_pass
1,PXS4_190207_703_A01,nms_pass
0.99,P8S4_180829_355_A01,nms_pass
0.99,PXS4_180924_356_A01,nms_pass
0.98,PBS4_180418_501_A01,nms_pass
0.97,P2S4_180119_053_A01,nms_pass
0.97,PXS4_180928_451_A01,nms_pass
0.96,P1S4_180709_003_A01,nms_pass
0.96,P8S4_180314_351_A01,nms_pass
0.93,P9S4_180802_402_A01,nms_pass
0.84,P9S4_180807_407_A01,nms_pass
0.84,PBS4_180529_504_A01,nms_pass
0.79,P1S4_180912_001_A01,nms_pass
0.73,P8S4_180905_351_A01,nms_pass
0.73,P8S4_200724_352_A01,nms_pass
0.71,P8S4_180112_351_A01,nms_pass
1,P9S4_180508_404_A01,nms_pass
1,PAS4_190506_455_A01,nms_pass
1,PES4_200715_653_A01,nms_pass
1,PFS4_200803_702_A01,nms_pass
1,PXS4_190205_353_A01,nms_pass
0.99,P8S4_190507_355_A01,nms_pass
0.99,PBS4_181003_501_A01,nms_pass
0.97,PBS4_180608_505_A01,nms_pass
0.93,P8S4_180813_351_A01,nms_pass
0.91,P2S4_180702_055_A01,nms_pass
0.9,P9S4_180807_409_A01,nms_pass
0.9,PAS4_200810_452_A01,nms_pass
0.9,PBS4_181026_503_A01,nms_pass
0.87,P9S4_180430_406_A01,nms_pass
0.85,P8S4_180202_354_A01,nms_pass
0.85,P8S4_190212_353_A01,nms_pass
0.77,PAS4_180315_452_A01,nms_pass
1,P1S4_180824_004_A01,nms_pass
1,P2S4_180823_052_A01,nms_pass
1,P2S4_190111_053_A01,nms_pass
1,P8S4_180413_357_A01,nms_pass
1,PAS4_190618_458_A01,nms_pass
1,PBS4_180716_505_A01,nms_pass
1,PBS4_180907_502_A01,nms_pass
1,PES4_181017_658_A01,nms_pass
1,PJS4_200810_801_A01,nms_pass
0.94,PES4_200715_652_A01,nms_pass
0.89,P8S4_201111_353_A01,nms_pass
0.87,P1S4_180822_005_A01,nms_pass
0.86,PAS4_190118_451_A01,nms_pass
0.84,P8S4_171020_358_A01,nms_pass
0.82,P9S4_180727_407_A01,nms_pass
1,PBS4_180802_506_A01,nms_pass
0.95,PAS4_190506_457_A01,nms_pass
0.74,PAS4_180131_452_A01,nms_pass
1,P8S4_190513_352_A01,nms_pass
1,P1S4_180725_004_A01,nms_pass
1,P1S4_180730_005_A01,nms_pass
1,P1S4_180801_003_A01,nms_pass
1,P1S4_180801_004_A01,nms_pass
1,P1S4_180822_007_A01,nms_pass
1,P1S4_181002_001_A01,nms_pass
1,P1S4_181005_002_A01,nms_pass
1,P1S4_190111_006_A01,nms_pass
1,P1S4_190115_002_A01,nms_pass
1,P2S4_180912_055_A01,nms_pass
1,P8S4_170913_351_A01,nms_pass
1,P8S4_171016_351_A01,nms_pass
1,P8S4_180516_355_A01,nms_pass
1,P8S4_180516_357_A01,nms_pass
1,P9S4_180102_401_A01,nms_pass
1,P9S4_180313_404_A01,nms_pass
1,P9S4_180502_402_A01,nms_pass
1,P9S4_180723_410_A01,nms_pass
1,PAS4_180116_452_A01,nms_pass
1,PAS4_180413_452_A01,nms_pass
1,PAS4_180423_452_A01,nms_pass
1,PAS4_180601_451_A01,nms_pass
1,PAS4_180821_453_A01,nms_pass
1,PAS4_180821_456_A01,nms_pass
1,PAS4_190411_452_A01,nms_pass
1,PBS4_180109_502_A01,nms_pass
1,PBS4_180109_503_A01,nms_pass
1,PBS4_180327_504_A01,nms_pass
1,PBS4_180509_501_A01,nms_pass
1,PBS4_180716_503_A01,nms_pass
1,PBS4_180725_503_A01,nms_pass
1,PES4_180906_654_A01,nms_pass
1,PES4_180914_653_A01,nms_pass
1,PES4_190319_651_A01,nms_pass
1,PFS4_180914_705_A01,nms_pass
1,PFS4_190409_701_A01,nms_pass
0.99,P1S4_190412_002_A01,nms_pass
0.99,P2S4_180828_055_A01,nms_pass
0.99,P2S4_190307_051_A01,nms_pass
0.99,P8S4_180618_359_A01,nms_pass
0.99,PAS4_180103_452_A01,nms_pass
0.99,PBS4_180801_506_A01,nms_pass
0.98,P8S4_171017_355_A01,nms_pass
0.98,PFS4_181002_701_A01,nms_pass
0.96,P1S4_181213_002_A01,nms_pass
0.96,PFS4_180822_701_A01,nms_pass
0.93,PES4_190108_651_A01,nms_pass
0.92,PBS4_180910_505_A01,nms_pass
0.92,PBS4_181115_507_A01,nms_pass
0.88,PBS4_171215_502_A01,nms_pass
0.86,P8S4_180716_355_A01,nms_pass
0.84,PFS4_180918_705_A01,nms_pass
0.82,P1S4_190308_003_A01,nms_pass
0.78,PAS4_180417_453_A01,nms_pass
0.74,P1S4_180710_004_A01,nms_pass
0.72,P1S4_180202_002_A01,nms_pass
1,P1S4_180129_004_A01,nms_pass
1,P1S4_180131_004_A01,nms_pass
1,P1S4_180207_003_A01,nms_pass
1,P1S4_180402_002_A01,nms_pass
1,P1S4_180404_001_A01,nms_pass
1,P1S4_180601_004_A01,nms_pass
1,P1S4_180713_003_A01,nms_pass
1,P1S4_180905_004_A01,nms_pass
1,P1S4_180912_004_A01,nms_pass
1,P1S4_181214_002_A01,nms_pass
1,P1S4_190111_001_A01,nms_pass
1,P1S4_190111_005_A01,nms_pass
1,P1S4_190111_008_A01,nms_pass
1,P1S4_190124_004_A01,nms_pass
1,P1S4_190320_002_A01,nms_pass
1,P1S4_190409_001_A01,nms_pass
1,P1S4_190409_003_A01,nms_pass
1,P2S4_170710_053_A01,nms_pass
1,P2S4_170915_052_A01,nms_pass
1,P2S4_171003_053_A01,nms_pass
1,P2S4_171003_055_A01,nms_pass
1,P2S4_171004_052_A01,nms_pass
1,P2S4_180129_052_A01,nms_pass
1,P2S4_180131_053_A01,nms_pass
1,P2S4_180424_053_A01,nms_pass
1,P2S4_180612_051_A01,nms_pass
1,P2S4_180612_052_A01,nms_pass
1,P2S4_180613_051_A01,nms_pass
1,P2S4_180717_052_A01,nms_pass
1,P2S4_180720_051_A01,nms_pass
1,P2S4_180914_051_A01,nms_pass
1,P2S4_190416_051_A01,nms_pass
1,P8S4_170918_357_A01,nms_pass
1,P8S4_170918_358_A01,nms_pass
1,P8S4_171009_353_A01,nms_pass
1,P8S4_171017_356_A01,nms_pass
1,P8S4_171110_356_A01,nms_pass
1,P8S4_171212_353_A01,nms_pass
1,P8S4_171219_352_A01,nms_pass
1,P8S4_180118_351_A01,nms_pass
1,P8S4_180119_354_A01,nms_pass
1,P8S4_180423_353_A01,nms_pass
1,P8S4_180424_352_A01,nms_pass
1,P8S4_180509_352_A01,nms_pass
1,P8S4_180604_353_A01,nms_pass
1,P8S4_180605_351_A01,nms_pass
1,P8S4_180605_352_A01,nms_pass
1,P8S4_180608_359_A01,nms_pass
1,P8S4_180703_359_A01,nms_pass
1,P8S4_180709_358_A01,nms_pass
1,P8S4_180710_354_A01,nms_pass
1,P8S4_180823_358_A01,nms_pass
1,P8S4_180823_359_A01,nms_pass
1,P8S4_180829_354_A01,nms_pass
1,P8S4_180905_356_A01,nms_pass
1,P8S4_180905_362_A01,nms_pass
1,P8S4_180907_359_A01,nms_pass
1,P8S4_181029_352_A01,nms_pass
1,P8S4_181101_351_A01,nms_pass
1,P8S4_190108_354_A01,nms_pass
1,P8S4_190111_352_A01,nms_pass
1,P8S4_190115_355_A01,nms_pass
1,P8S4_190509_353_A01,nms_pass
1,P8S4_190819_351_A01,nms_pass
1,P8S4_190830_352_A01,nms_pass
1,P8S4_191001_354_A01,nms_pass
1,P9S4_170918_410_A01,nms_pass
1,P9S4_170920_406_A01,nms_pass
1,P9S4_171211_405_A01,nms_pass
1,P9S4_180102_403_A01,nms_pass
1,P9S4_180131_401_A01,nms_pass
1,P9S4_180319_405_A01,nms_pass
1,P9S4_180320_401_A01,nms_pass
1,P9S4_180406_401_A01,nms_pass
1,P9S4_180531_402_A01,nms_pass
1,P9S4_180619_402_A01,nms_pass
1,P9S4_180709_408_A01,nms_pass
1,P9S4_180710_403_A01,nms_pass
1,P9S4_180710_412_A01,nms_pass
1,P9S4_180801_407_A01,nms_pass
1,PAS4_171211_451_A01,nms_pass
1,PAS4_180109_453_A01,nms_pass
1,PAS4_180116_453_A01,nms_pass
1,PAS4_180118_451_A01,nms_pass
1,PAS4_180202_452_A01,nms_pass
1,PAS4_180207_452_A01,nms_pass
1,PAS4_180220_451_A01,nms_pass
1,PAS4_180411_452_A01,nms_pass
1,PAS4_180509_451_A01,nms_pass
1,PAS4_180615_455_A01,nms_pass
1,PAS4_180801_453_A01,nms_pass
1,PAS4_180906_457_A01,nms_pass
1,PAS4_180910_456_A01,nms_pass
1,PAS4_180912_455_A01,nms_pass
1,PAS4_180914_454_A01,nms_pass
1,PAS4_180914_458_A01,nms_pass
1,PAS4_181003_451_A01,nms_pass
1,PAS4_181005_451_A01,nms_pass
1,PAS4_181213_451_A01,nms_pass
1,PAS4_181213_452_A01,nms_pass
1,PAS4_190107_451_A01,nms_pass
1,PAS4_190108_452_A01,nms_pass
1,PAS4_190408_451_A01,nms_pass
1,PAS4_190408_453_A01,nms_pass
1,PBS4_171016_501_A01,nms_pass
1,PBS4_171215_503_A01,nms_pass
1,PBS4_180402_502_A01,nms_pass
1,PBS4_180416_501_A01,nms_pass
1,PBS4_180502_501_A01,nms_pass
1,PBS4_180530_501_A01,nms_pass
1,PBS4_180530_503_A01,nms_pass
1,PBS4_180601_503_A01,nms_pass
1,PBS4_180604_505_A01,nms_pass
1,PBS4_180608_503_A01,nms_pass
1,PBS4_180612_504_A01,nms_pass
1,PBS4_180622_502_A01,nms_pass
1,PBS4_180801_507_A01,nms_pass
1,PBS4_180907_504_A01,nms_pass
1,PBS4_180910_507_A01,nms_pass
1,PBS4_180918_502_A01,nms_pass
1,PBS4_180918_503_A01,nms_pass
1,PBS4_181003_509_A01,nms_pass
1,PBS4_181115_501_A01,nms_pass
1,PBS4_190107_502_A01,nms_pass
1,PES4_180821_653_A01,nms_pass
1,PES4_180907_652_A01,nms_pass
1,PES4_181002_653_A01,nms_pass
1,PES4_181210_651_A01,nms_pass
1,PES4_181213_652_A01,nms_pass
1,PES4_190108_653_A01,nms_pass
1,PES4_190308_651_A01,nms_pass
1,PES4_190314_654_A01,nms_pass
1,PES4_190411_652_A01,nms_pass
1,PES4_190708_651_A01,nms_pass
1,PFS4_180821_702_A01,nms_pass
1,PFS4_180910_704_A01,nms_pass
1,PFS4_180911_702_A01,nms_pass
1,PFS4_180912_704_A01,nms_pass
1,PFS4_180914_709_A01,nms_pass
1,PFS4_181001_701_A01,nms_pass
1,PFS4_181005_703_A01,nms_pass
1,PFS4_181030_701_A01,nms_pass
1,PFS4_190108_704_A01,nms_pass
1,PFS4_190319_703_A01,nms_pass
1,PFS4_190930_701_A01,nms_pass
1,PFS4_191017_701_A01,nms_pass
1,PFS4_191017_702_A01,nms_pass
1,PXS4_180924_705_A01,nms_pass
1,PXS4_180926_006_A01,nms_pass
0.99,P1S4_190115_003_A01,nms_pass
0.99,P8S4_171016_352_A01,nms_pass
0.99,P8S4_180313_351_A01,nms_pass
0.99,P8S4_180404_351_A01,nms_pass
0.99,P8S4_180717_356_A01,nms_pass
0.99,PAS4_181015_455_A01,nms_pass
0.99,PBS4_180622_503_A01,nms_pass
0.99,PBS4_180730_506_A01,nms_pass
0.99,PBS4_180802_501_A01,nms_pass
0.99,PBS4_181002_502_A01,nms_pass
0.98,P1S4_180605_002_A01,nms_pass
0.98,P1S4_180711_004_A01,nms_pass
0.98,P1S4_180822_008_A01,nms_pass
0.98,PAS4_180823_452_A01,nms_pass
0.98,PBS4_180730_508_A01,nms_pass
0.97,P8S4_171019_351_A01,nms_pass
0.96,PBS4_180413_501_A01,nms_pass
0.95,PES4_190412_655_A01,nms_pass
0.94,PFS4_181002_704_A01,nms_pass
0.92,P2S4_180711_053_A01,nms_pass
0.89,PFS4_181005_705_A01,nms_pass
0.87,P8S4_180914_354_A01,nms_pass
0.86,P2S4_180823_051_A01,nms_pass
0.86,PFS4_190108_703_A01,nms_pass
0.84,P1S4_180824_001_A01,nms_pass
0.83,P8S4_181129_353_A01,nms_pass
0.82,PAS4_180828_451_A01,nms_pass
0.82,PBS4_180730_507_A01,nms_pass
0.81,P2S4_180822_052_A01,nms_pass
0.81,PAS4_190308_451_A01,nms_pass
0.8,P8S4_180606_352_A01,nms_pass
0.77,P8S4_180131_355_A01,nms_pass
0.77,PAS4_180622_454_A01,nms_pass
0.76,PAS4_180302_452_A01,nms_pass
0.76,PBS4_180829_508_A01,nms_pass
0.75,P8S4_180313_352_A01,nms_pass
0.72,P1S4_180730_004_A01,nms_pass
0.71,PBS4_180613_501_A01,nms_pass
0.71,PES4_190507_655_A01,nms_pass
1,P1S4_180709_002_A01,nms_pass
1,P2S4_180730_058_A01,nms_pass
1,P8S4_181005_351_A01,nms_pass
1,P8S4_181127_352_A01,nms_pass
1,P9S4_180502_405_A01,nms_pass
1,PAS4_190111_451_A01,nms_pass
1,PAS4_190522_452_A01,nms_pass
1,PAS4_200715_453_A01,nms_pass
0.98,P2S4_180604_051_A01,nms_pass
0.98,PBS4_180730_505_A01,nms_pass
0.96,P8S4_190104_352_A01,nms_pass
0.92,PAS4_181003_458_A01,nms_pass
0.9,PBS4_180910_501_A01,nms_pass
0.9,PFS4_180911_705_A01,nms_pass
0.9,PFS4_181025_701_A01,nms_pass
0.9,PXS4_180924_704_A01,nms_pass
0.89,PBS4_180302_502_A01,nms_pass
0.89,PFS4_180918_702_A01,nms_pass
0.89,PFS4_181214_702_A01,nms_pass
0.88,P8S4_180810_352_A01,nms_pass
0.88,PBS4_181005_501_A01,nms_pass
0.87,P2S4_190111_052_A01,nms_pass
0.87,P8S4_180319_356_A01,nms_pass
0.87,P8S4_180608_352_A01,nms_pass
0.87,P8S4_180720_352_A01,nms_pass
0.87,P8S4_190108_351_A01,nms_pass
0.87,P8S4_190320_351_A01,nms_pass
0.87,PBS4_180727_511_A01,nms_pass
0.87,PES4_180910_657_A01,nms_pass
0.87,PFS4_190314_701_A01,nms_pass
0.86,P9S4_180501_402_A01,nms_pass
0.86,PAS4_190819_453_A01,nms_pass
0.86,PFS4_190411_702_A01,nms_pass
0.85,P2S4_180118_051_A01,nms_pass
0.85,P8S4_180918_353_A01,nms_pass
0.85,P8S4_180918_354_A01,nms_pass
0.85,PAS4_190430_455_A01,nms_pass
0.84,P2S4_190114_055_A01,nms_pass
0.84,P8S4_180611_353_A01,nms_pass
0.84,P9S4_180710_407_A01,nms_pass
0.84,PAS4_180524_452_A01,nms_pass
0.84,PAS4_180911_451_A01,nms_pass
0.84,PBS4_180717_502_A01,nms_pass
0.82,P8S4_180820_355_A01,nms_pass
0.82,P9S4_180531_405_A01,nms_pass
0.82,PES4_180907_653_A01,nms_pass
0.81,P8S4_180823_353_A01,nms_pass
0.81,P9S4_180802_404_A01,nms_pass
0.81,PAS4_190108_451_A01,nms_pass
0.81,PBS4_181003_508_A01,nms_pass
0.81,PFS4_180911_709_A01,nms_pass
0.81,PFS4_190319_702_A01,nms_pass
0.8,P2S4_190111_051_A01,nms_pass
0.8,P9S4_180501_403_A01,nms_pass
0.8,PAS4_190320_453_A01,nms_pass
0.79,P1S4_191024_005_A01,nms_pass
0.79,P8S4_180717_354_A01,nms_pass
0.78,P2S4_180717_051_A01,nms_pass
0.78,P9S4_180723_409_A01,nms_pass
0.77,P8S4_190108_353_A01,nms_pass
0.77,PFS4_190111_701_A01,nms_pass
0.76,PBS4_180829_506_A01,nms_pass
0.75,P8S4_180417_353_A01,nms_pass
0.75,P8S4_181030_352_A01,nms_pass
0.75,PFS4_190315_703_A01,nms_pass
0.74,P9S4_180730_411_A01,nms_pass
0.73,P1S4_180129_003_A01,nms_pass
0.73,P8S4_180910_361_A01,nms_pass
0.73,PFS4_190320_705_A01,nms_pass
0.72,P1S4_180315_003_A01,nms_pass
0.72,P2S4_180723_057_A01,nms_pass
0.72,P8S4_180524_356_A01,nms_pass
0.72,P8S4_180619_358_A01,nms_pass
0.72,P9S4_180612_405_A01,nms_pass
0.72,PAS4_180911_452_A01,nms_pass
0.72,PAS4_180912_454_A01,nms_pass
0.72,PAS4_190319_451_A01,nms_pass
0.72,PES4_200714_654_A01,nms_pass
0.72,PFS4_190108_707_A01,nms_pass
0.72,PFS4_190111_706_A01,nms_pass
0.96,PFS4_190415_706_A01,nms_pass
0.96,PFS4_190502_705_A01,nms_pass
0.91,P1S4_180206_001_A01,nms_pass
0.89,PAS4_190130_455_A01,nms_pass
0.88,P8S4_180529_358_A01,nms_pass
0.86,PFS4_180822_702_A01,nms_pass
0.84,P8S4_180710_353_A01,nms_pass
0.84,PBS4_190130_503_A01,nms_pass
0.82,P8S4_180618_358_A01,nms_pass
0.82,P8S4_180716_353_A01,nms_pass
0.81,PFS4_190108_706_A01,nms_pass
0.8,P1S4_180713_004_A01,nms_pass
0.8,P8S4_180911_356_A01,nms_pass
0.8,P8S4_190110_352_A01,nms_pass
0.8,PES4_190318_654_A01,nms_pass
0.8,PXS4_190205_652_A01,nms_pass
0.79,PFS4_180828_704_A01,nms_pass
0.78,PBS4_180601_510_A01,nms_pass
0.75,PAS4_180821_451_A01,nms_pass
0.73,PES4_180912_652_A01,nms_pass
0.73,PFS4_190111_705_A01,nms_pass
1,P1S4_180131_003_A01,nms_pass
1,P1S4_180313_003_A01,nms_pass
1,P1S4_180905_005_A01,nms_pass
1,P1S4_190405_001_A01,nms_pass
1,P2S4_170710_055_A01,nms_pass
1,P2S4_180710_053_A01,nms_pass
1,P2S4_180807_052_A01,nms_pass
1,P2S4_180824_055_A01,nms_pass
1,P8S4_171002_356_A01,nms_pass
1,P8S4_171020_353_A01,nms_pass
1,P8S4_180130_351_A01,nms_pass
1,P8S4_180226_351_A01,nms_pass
1,P8S4_180501_353_A01,nms_pass
1,P8S4_180524_355_A01,nms_pass
1,P8S4_180529_352_A01,nms_pass
1,P8S4_180604_352_A01,nms_pass
1,P8S4_180615_357_A01,nms_pass
1,P8S4_180709_353_A01,nms_pass
1,P8S4_180716_352_A01,nms_pass
1,P8S4_180716_357_A01,nms_pass
1,P8S4_180717_355_A01,nms_pass
1,P8S4_180809_355_A01,nms_pass
1,P8S4_180809_357_A01,nms_pass
1,P8S4_180910_352_A01,nms_pass
1,P8S4_180911_352_A01,nms_pass
1,P8S4_180911_358_A01,nms_pass
1,P8S4_180911_359_A01,nms_pass
1,P8S4_180912_356_A01,nms_pass
1,P8S4_180914_359_A01,nms_pass
1,P8S4_181022_352_A01,nms_pass
1,P8S4_181025_351_A01,nms_pass
1,P8S4_181214_351_A01,nms_pass
1,P8S4_190111_354_A01,nms_pass
1,P8S4_190114_355_A01,nms_pass
1,P8S4_190114_356_A01,nms_pass
1,P8S4_190313_354_A01,nms_pass
1,P8S4_190405_352_A01,nms_pass
1,P8S4_190502_352_A01,nms_pass
1,P9S4_180606_405_A01,nms_pass
1,P9S4_180709_401_A01,nms_pass
1,P9S4_180709_407_A01,nms_pass
1,P9S4_180724_407_A01,nms_pass
1,P9S4_180724_408_A01,nms_pass
1,P9S4_180730_402_A01,nms_pass
1,PAS4_171207_453_A01,nms_pass
1,PAS4_171208_452_A01,nms_pass
1,PAS4_180314_451_A01,nms_pass
1,PAS4_180914_453_A01,nms_pass
1,PAS4_181115_453_A01,nms_pass
1,PAS4_181129_451_A01,nms_pass
1,PAS4_181214_451_A01,nms_pass
1,PAS4_190118_452_A01,nms_pass
1,PAS4_190201_455_A01,nms_pass
1,PAS4_190313_455_A01,nms_pass
1,PAS4_190314_455_A01,nms_pass
1,PAS4_190402_455_A01,nms_pass
1,PAS4_190411_451_A01,nms_pass
1,PAS4_190625_452_A01,nms_pass
1,PAS4_190812_451_A01,nms_pass
1,PAS4_200714_454_A01,nms_pass
1,PAS4_200824_451_A01,nms_pass
1,PAS4_200824_452_A01,nms_pass
1,PBS4_180417_507_A01,nms_pass
1,PBS4_180906_504_A01,nms_pass
1,PBS4_180907_506_A01,nms_pass
1,PBS4_180910_502_A01,nms_pass
1,PBS4_181026_504_A01,nms_pass
1,PES4_180907_651_A01,nms_pass
1,PES4_190114_652_A01,nms_pass
1,PES4_190509_651_A01,nms_pass
1,PES4_190715_655_A01,nms_pass
1,PFS4_180905_702_A01,nms_pass
1,PFS4_180907_702_A01,nms_pass
1,PFS4_180914_706_A01,nms_pass
1,PFS4_181016_705_A01,nms_pass
1,PFS4_181026_701_A01,nms_pass
1,PFS4_190114_701_A01,nms_pass
1,PFS4_190115_701_A01,nms_pass
1,PFS4_190130_703_A01,nms_pass
1,PFS4_190411_701_A01,nms_pass
1,PXS4_180921_451_A01,nms_pass
1,PXS4_180924_358_A01,nms_pass
1,PXS4_190103_702_A01,nms_pass
0.99,P1S4_180822_003_A01,nms_pass
0.99,P1S4_181003_002_A01,nms_pass
0.99,P8S4_170919_354_A01,nms_pass
0.99,PAS4_190111_453_A01,nms_pass
0.99,PAS4_200715_451_A01,nms_pass
0.99,PES4_190506_655_A01,nms_pass
0.99,PFS4_181214_704_A01,nms_pass
0.99,PFS4_190115_702_A01,nms_pass
0.99,PFS4_190130_701_A01,nms_pass
0.98,P8S4_181213_351_A01,nms_pass
0.98,PES4_181005_654_A01,nms_pass
0.98,PFS4_190320_703_A01,nms_pass
0.97,P8S4_180807_351_A01,nms_pass
0.97,P8S4_180910_360_A01,nms_pass
0.97,PFS4_190107_701_A01,nms_pass
0.97,PFS4_190412_702_A01,nms_pass
0.97,PXS4_180925_352_A01,nms_pass
0.96,P8S4_181129_351_A01,nms_pass
0.96,P8S4_190315_354_A01,nms_pass
0.96,PES4_190506_654_A01,nms_pass
0.96,PFS4_190128_701_A01,nms_pass
0.95,PXS4_181220_004_A01,nms_pass
0.93,P8S4_180320_353_A01,nms_pass
0.93,PBS4_180612_502_A01,nms_pass
0.92,P8S4_180907_358_A01,nms_pass
0.92,PFS4_181115_701_A01,nms_pass
0.92,PXS4_180917_701_A01,nms_pass
0.9,PES4_180817_653_A01,nms_pass
0.88,P9S4_171108_408_A01,nms_pass
0.88,PFS4_180828_703_A01,nms_pass
0.87,PFS4_190115_703_A01,nms_pass
0.81,P2S4_180521_051_A01,nms_pass
0.8,P8S4_180530_353_A01,nms_pass
0.79,P1S4_190131_001_A01,nms_pass
0.77,P8S4_180807_356_A01,nms_pass
0.76,PAS4_180612_454_A01,nms_pass
0.72,PAS4_190313_454_A01,nms_pass
1,P1S4_180206_004_A01,nms_pass
1,P1S4_180912_003_A01,nms_pass
1,P1S4_181115_001_A01,nms_pass
1,P1S4_190131_002_A01,nms_pass
1,P2S4_171030_052_A01,nms_pass
1,P2S4_180205_051_A01,nms_pass
1,P2S4_180323_055_A01,nms_pass
1,P2S4_180423_053_A01,nms_pass
1,P2S4_180508_051_A01,nms_pass
1,P2S4_180717_053_A01,nms_pass
1,P2S4_180817_054_A01,nms_pass
1,P2S4_180822_051_A01,nms_pass
1,P8S4_180807_353_A01,nms_pass
1,P8S4_180813_352_A01,nms_pass
1,P8S4_181002_351_A01,nms_pass
1,P8S4_190307_355_A01,nms_pass
1,P8S4_200716_352_A01,nms_pass
1,P8S4_200807_353_A01,nms_pass
1,P9S4_180302_405_A01,nms_pass
1,P9S4_180508_403_A01,nms_pass
