transgenic_line,Pvalb-IRES-Cre,Pvalb-IRES-Cre,Rbp4-Cre_KL100,Rbp4-Cre_KL100,Sst-IRES-Cre,Sst-IRES-Cre,Vip-IRES-Cre,Vip-IRES-Cre
Crybb1,0.31958762886597936,0.2909090909090909,0.2976190476190476,0.34210526315789475,0.38341968911917096,0.44274809160305345,0.30392156862745096,0.3894736842105263
Crym,0.12371134020618557,0.05454545454545454,0.5,0.39473684210526316,0.06476683937823834,0.04580152671755725,0.04411764705882353,0.08421052631578947
Csf1r,0.29896907216494845,0.34545454545454546,0.38095238095238093,0.34210526315789475,0.4274611398963731,0.37404580152671757,0.29901960784313725,0.3263157894736842
Ctgf,0.14432989690721648,0.05454545454545454,0.11904761904761904,0.05263157894736842,0.04404145077720207,0.030534351145038167,0.16666666666666666,0.06315789473684211
Ctsh,0.27835051546391754,0.21818181818181817,0.25,0.23684210526315788,0.2979274611398964,0.22137404580152673,0.25,0.21052631578947367
Ctss,0.4845360824742268,0.41818181818181815,0.4642857142857143,0.5526315789473685,0.4585492227979275,0.4732824427480916,0.4166666666666667,0.47368421052631576
Cux2,0.7731958762886598,0.45454545454545453,0.4166666666666667,0.23684210526315788,0.7927461139896373,0.4732824427480916,0.44607843137254904,0.43157894736842106
Cx3cr1,0.30927835051546393,0.3090909090909091,0.38095238095238093,0.3157894736842105,0.45077720207253885,0.4580152671755725,0.35784313725490197,0.3894736842105263
Cxcl14,0.4845360824742268,0.38181818181818183,0.42857142857142855,0.3684210526315789,0.4378238341968912,0.5190839694656488,0.6911764705882353,0.6736842105263158
Cyba,0.28865979381443296,0.2545454545454545,0.23809523809523808,0.3157894736842105,0.3316062176165803,0.3282442748091603,0.25980392156862747,0.3368421052631579
Cyp4f15,0.030927835051546393,0.12727272727272726,0.03571428571428571,0.13157894736842105,0.05181347150259067,0.05343511450381679,0.0392156862745098,0.09473684210526316
Cyth4,0.1134020618556701,0.05454545454545454,0.16666666666666666,0.34210526315789475,0.20725388601036268,0.17557251908396945,0.11764705882352941,0.18947368421052632
Daam2,0.28865979381443296,0.18181818181818182,0.21428571428571427,0.21052631578947367,0.4533678756476684,0.2900763358778626,0.45098039215686275,0.3368421052631579
Dbx2,0.17525773195876287,0.2545454545454545,0.20238095238095238,0.23684210526315788,0.27979274611398963,0.2595419847328244,0.22549019607843138,0.2
Dcdc2a,0.23711340206185566,0.2727272727272727,0.44047619047619047,0.3157894736842105,0.3005181347150259,0.17557251908396945,0.30392156862745096,0.23157894736842105
Deptor,0.5257731958762887,0.3090909090909091,0.5833333333333334,0.47368421052631576,0.5077720207253886,0.3893129770992366,0.43137254901960786,0.3473684210526316
Dio2,0.36082474226804123,0.2727272727272727,0.2857142857142857,0.15789473684210525,0.34974093264248707,0.3282442748091603,0.22549019607843138,0.28421052631578947
Dkk3,0.25773195876288657,0.23636363636363636,0.5952380952380952,0.42105263157894735,0.36787564766839376,0.3282442748091603,0.4362745098039216,0.30526315789473685
Dkkl1,0.020618556701030927,0.05454545454545454,0.4880952380952381,0.15789473684210525,0.031088082901554404,0.07633587786259542,0.024509803921568627,0.06315789473684211
Dlx1,0.5257731958762887,0.2,0.0,0.05263157894736842,0.6036269430051814,0.3282442748091603,0.7107843137254902,0.4842105263157895
Dlx1as,0.7422680412371134,0.36363636363636365,0.023809523809523808,0.05263157894736842,0.533678756476684,0.3435114503816794,0.6225490196078431,0.35789473684210527
Dlx2,0.44329896907216493,0.2,0.011904761904761904,0.0,0.31865284974093266,0.19083969465648856,0.46078431372549017,0.29473684210526313
Dlx5,0.5360824742268041,0.2,0.0,0.05263157894736842,0.43005181347150256,0.2595419847328244,0.3088235294117647,0.2
Dlx6os1,0.8762886597938144,0.41818181818181815,0.05952380952380952,0.13157894736842105,0.7772020725388601,0.4351145038167939,0.9166666666666666,0.5894736842105263
Drd1,0.5773195876288659,0.21818181818181817,0.08333333333333333,0.02631578947368421,0.20207253886010362,0.12213740458015267,0.19607843137254902,0.07368421052631578
Dtl,0.09278350515463918,0.10909090909090909,0.5714285714285714,0.23684210526315788,0.11658031088082901,0.07633587786259542,0.0784313725490196,0.09473684210526316
Dusp18,0.18556701030927836,0.14545454545454545,0.3333333333333333,0.21052631578947367,0.35233160621761656,0.2366412213740458,0.20588235294117646,0.11578947368421053
Egr3,0.28865979381443296,0.4,0.5595238095238095,0.47368421052631576,0.5,0.3053435114503817,0.35294117647058826,0.42105263157894735
Egr4,0.5051546391752577,0.2727272727272727,0.7619047619047619,0.4473684210526316,0.49222797927461137,0.33587786259541985,0.29901960784313725,0.2736842105263158
Elfn1,0.15463917525773196,0.09090909090909091,0.14285714285714285,0.10526315789473684,0.8186528497409327,0.46564885496183206,0.696078431372549,0.3473684210526316
Emb,0.6391752577319587,0.32727272727272727,0.5833333333333334,0.3157894736842105,0.4689119170984456,0.25190839694656486,0.3627450980392157,0.25263157894736843
Emr1,0.20618556701030927,0.18181818181818182,0.21428571428571427,0.10526315789473684,0.23056994818652848,0.25190839694656486,0.23529411764705882,0.23157894736842105
Enpp2,0.5567010309278351,0.4,0.6309523809523809,0.42105263157894735,0.4896373056994819,0.3435114503816794,0.47058823529411764,0.3684210526315789
Epha4,0.6597938144329897,0.4909090909090909,0.9047619047619048,0.7894736842105263,0.6709844559585493,0.5801526717557252,0.6813725490196079,0.5578947368421052
Erbb4,0.979381443298969,0.8909090909090909,0.6428571428571429,0.6578947368421053,0.8860103626943006,0.6183206106870229,0.9901960784313726,0.8842105263157894
Ermn,0.1134020618556701,0.09090909090909091,0.047619047619047616,0.07894736842105263,0.09067357512953368,0.10687022900763359,0.10294117647058823,0.11578947368421053
Etv1,0.4639175257731959,0.2909090909090909,0.6547619047619048,0.5,0.3756476683937824,0.25190839694656486,0.25,0.2736842105263158
Exph5,0.1134020618556701,0.16363636363636364,0.36904761904761907,0.15789473684210525,0.09844559585492228,0.10687022900763359,0.11764705882352941,0.15789473684210525
F3,0.08247422680412371,0.16363636363636364,0.15476190476190477,0.15789473684210525,0.35233160621761656,0.19083969465648856,0.1715686274509804,0.12631578947368421
Fa2h,0.13402061855670103,0.09090909090909091,0.11904761904761904,0.02631578947368421,0.10621761658031088,0.061068702290076333,0.09313725490196079,0.11578947368421053
Fam107a,0.6597938144329897,0.6909090909090909,0.6071428571428571,0.5263157894736842,0.7331606217616581,0.7480916030534351,0.6323529411764706,0.7894736842105263
Fam19a1,0.4536082474226804,0.45454545454545453,0.9166666666666666,0.8157894736842105,0.4274611398963731,0.40458015267175573,0.4803921568627451,0.49473684210526314
Fam19a2,0.9484536082474226,0.5636363636363636,0.7380952380952381,0.5526315789473685,0.4844559585492228,0.3816793893129771,0.7647058823529411,0.5263157894736842
Fam84b,0.10309278350515463,0.07272727272727272,0.23809523809523808,0.21052631578947367,0.038860103626943004,0.04580152671755725,0.014705882352941176,0.031578947368421054
Fcer1g,0.4742268041237113,0.41818181818181815,0.4166666666666667,0.3684210526315789,0.4844559585492228,0.5343511450381679,0.35294117647058826,0.4105263157894737
Fcgr3,0.24742268041237114,0.2909090909090909,0.27380952380952384,0.2631578947368421,0.33419689119170987,0.2748091603053435,0.25980392156862747,0.2736842105263158
Fcrls,0.27835051546391754,0.2727272727272727,0.2619047619047619,0.2631578947368421,0.35751295336787564,0.3511450381679389,0.2647058823529412,0.3157894736842105
Fezf2,0.041237113402061855,0.07272727272727272,0.6785714285714286,0.3684210526315789,0.06735751295336788,0.030534351145038167,0.014705882352941176,0.021052631578947368
Fgfr3,0.1134020618556701,0.2909090909090909,0.14285714285714285,0.15789473684210525,0.20984455958549222,0.22900763358778625,0.27941176470588236,0.2
Foxp2,0.9381443298969072,0.9818181818181818,0.9761904761904762,1.0,0.9404145077720207,0.9770992366412213,0.9509803921568627,0.9789473684210527
Fstl5,0.7216494845360825,0.5454545454545454,0.8690476190476191,0.7631578947368421,0.8756476683937824,0.6946564885496184,0.9313725490196079,0.7263157894736842
Fyb,0.13402061855670103,0.12727272727272726,0.20238095238095238,0.15789473684210525,0.19430051813471502,0.1984732824427481,0.1715686274509804,0.17894736842105263
Gabra5,0.3917525773195876,0.32727272727272727,0.5833333333333334,0.34210526315789475,0.27461139896373055,0.16030534351145037,0.2696078431372549,0.3157894736842105
Gabrd,0.9278350515463918,0.5272727272727272,0.5952380952380952,0.47368421052631576,0.47150259067357514,0.3816793893129771,0.28431372549019607,0.21052631578947367
Gad1,1.0,0.7454545454545455,0.17857142857142858,0.2894736842105263,0.9585492227979274,0.7251908396946565,0.9607843137254902,0.8210526315789474
Gad2,0.9484536082474226,0.6181818181818182,0.14285714285714285,0.21052631578947367,0.966321243523316,0.7175572519083969,0.8872549019607843,0.7578947368421053
Gadd45a,0.32989690721649484,0.16363636363636364,0.19047619047619047,0.07894736842105263,0.2823834196891192,0.183206106870229,0.15196078431372548,0.1368421052631579
Gal3st1,0.21649484536082475,0.12727272727272726,0.17857142857142858,0.15789473684210525,0.24870466321243523,0.1450381679389313,0.13725490196078433,0.11578947368421053
Galnt14,0.27835051546391754,0.18181818181818182,0.5238095238095238,0.2631578947368421,0.7823834196891192,0.3511450381679389,0.8284313725490197,0.4631578947368421
Galnt9,0.7319587628865979,0.45454545454545453,0.8095238095238095,0.42105263157894735,0.7227979274611399,0.40458015267175573,0.28431372549019607,0.28421052631578947
Galntl6,0.9690721649484536,0.8909090909090909,0.9523809523809523,0.7631578947368421,0.9818652849740933,0.7862595419847328,0.9558823529411765,0.8526315789473684
Gatm,0.26804123711340205,0.36363636363636365,0.38095238095238093,0.21052631578947367,0.2979274611398964,0.3053435114503817,0.2107843137254902,0.2631578947368421
Gfra2,0.23711340206185566,0.18181818181818182,0.4523809523809524,0.2631578947368421,0.17098445595854922,0.1450381679389313,0.06372549019607843,0.06315789473684211
Gja1,0.1958762886597938,0.34545454545454546,0.20238095238095238,0.2894736842105263,0.21761658031088082,0.22900763358778625,0.12254901960784313,0.23157894736842105
Gjb1,0.07216494845360824,0.09090909090909091,0.047619047619047616,0.07894736842105263,0.07772020725388601,0.09923664122137404,0.058823529411764705,0.042105263157894736
Gjb6,0.17525773195876287,0.3090909090909091,0.20238095238095238,0.2894736842105263,0.20984455958549222,0.22900763358778625,0.14705882352941177,0.17894736842105263
Gjc3,0.13402061855670103,0.18181818181818182,0.10714285714285714,0.07894736842105263,0.08808290155440414,0.09923664122137404,0.058823529411764705,0.06315789473684211
Gltp,0.35051546391752575,0.3090909090909091,0.40476190476190477,0.2631578947368421,0.41968911917098445,0.37404580152671757,0.28921568627450983,0.2736842105263158
Gm11549,0.14432989690721648,0.09090909090909091,0.5952380952380952,0.34210526315789475,0.07772020725388601,0.11450381679389313,0.11274509803921569,0.15789473684210525
Gm12371,0.061855670103092786,0.07272727272727272,0.05952380952380952,0.0,0.08549222797927461,0.0916030534351145,0.10294117647058823,0.08421052631578947
Gm13325,0.061855670103092786,0.03636363636363636,0.05952380952380952,0.05263157894736842,0.05181347150259067,0.007633587786259542,0.0196078431372549,0.010526315789473684
Gm13629,0.9484536082474226,0.38181818181818183,0.21428571428571427,0.15789473684210525,0.5,0.26717557251908397,0.5147058823529411,0.2736842105263158
Gm14204,0.6701030927835051,0.23636363636363636,0.03571428571428571,0.02631578947368421,0.6243523316062176,0.3282442748091603,0.5637254901960784,0.3473684210526316
Gm17750,0.15463917525773196,0.16363636363636364,0.08333333333333333,0.18421052631578946,0.11139896373056994,0.09923664122137404,0.3480392156862745,0.3473684210526316
Gm19410,0.41237113402061853,0.12727272727272726,0.4642857142857143,0.18421052631578946,0.04145077720207254,0.015267175572519083,0.029411764705882353,0.031578947368421054
Gm19744,0.030927835051546393,0.03636363636363636,0.17857142857142858,0.05263157894736842,0.038860103626943004,0.022900763358778626,0.06862745098039216,0.042105263157894736
Gm2164,0.5154639175257731,0.6,0.7023809523809523,0.8157894736842105,0.40414507772020725,0.6641221374045801,0.5588235294117647,0.7157894736842105
Gm2694,0.061855670103092786,0.05454545454545454,0.13095238095238096,0.05263157894736842,0.046632124352331605,0.061068702290076333,0.0196078431372549,0.05263157894736842
