,x,y,dataset,driver
761475429,10.299176,5.2916503,MET,Pvalb-IRES-Cre
808972734,8.933,5.8107314,MET,Pvalb-IRES-Cre
823833593,8.614551,8.074626,MET,Pvalb-IRES-Cre
911978894,9.369314,6.626724,MET,Other
832378612,8.594424,6.2622313,MET,Pvalb-IRES-Cre
723416696,10.768991,5.2865505,MET,Pvalb-IRES-Cre
713797685,8.7659,5.772854,MET,Other
965116535,8.993776,5.5196233,MET,Other
740649731,6.3490148,2.338801,MET,Sst-IRES-Cre
718594887,7.107949,1.923118,MET,Sst-IRES-Cre
729270635,7.7958574,2.839818,MET,Sst-IRES-Cre
640111844,7.5877795,3.9617152,MET,Other
701141837,8.2147875,2.7410717,MET,Other
707147758,7.1517224,1.1937299,MET,Sst-IRES-Cre
718647510,7.099769,1.8892006,MET,Sst-IRES-Cre
724805528,7.8878794,4.0056367,MET,Other
727336328,8.661449,1.8794043,MET,Sst-IRES-Cre
729233190,7.047483,3.7876396,MET,Sst-IRES-Cre
844908568,6.088207,2.8575785,MET,Other
846830932,7.0299335,2.1576934,MET,Other
850790138,8.017465,1.4011595,MET,Sst-IRES-Cre
669806707,7.319353,1.4754325,MET,Other
703275551,7.684797,3.1063397,MET,Sst-IRES-Cre
703660316,7.9516478,1.291818,MET,Sst-IRES-Cre
751992481,7.1288486,3.1317682,MET,Sst-IRES-Cre
753842800,8.415597,6.013339,MET,Sst-IRES-Cre
740352406,6.826915,3.0007088,MET,Other
795796672,7.3337703,2.329177,MET,Sst-IRES-Cre
839537924,7.122441,1.6658701,MET,Sst-IRES-Cre
839580927,7.4198666,3.2777154,MET,Other
842727624,7.437973,3.8071404,MET,Other
689636633,7.2336464,2.1586752,MET,Sst-IRES-Cre
659922046,6.715646,2.232038,MET,Sst-IRES-Cre
768763533,6.324225,3.4464142,MET,Sst-IRES-Cre
659405820,5.6301093,3.73683,MET,Sst-IRES-Cre
734644382,6.548267,3.610941,MET,Other
669047778,6.8352933,1.0946403,MET,Sst-IRES-Cre
724701355,7.8517594,2.311927,MET,Other
673668005,6.9858694,3.4229,MET,Other
753985861,6.633192,1.0792608,MET,Sst-IRES-Cre
658012080,6.373595,3.1211917,MET,Other
818575975,5.2579536,3.7195518,MET,Sst-IRES-Cre
766771157,10.148293,5.4066453,MET,Other
674449465,6.9777536,2.2814677,MET,Sst-IRES-Cre
743731114,5.4153085,1.1140087,MET,Other
711212623,7.952161,2.8612316,MET,Sst-IRES-Cre
838634697,7.096504,1.2608683,MET,Other
830416717,7.1900983,1.9835151,MET,Other
718205473,6.50714,2.6336176,MET,Sst-IRES-Cre
713723052,1.1629947,1.0384535,MET,Vip-IRES-Cre
828751184,1.2149937,1.2577511,MET,Other
648144786,1.1454206,0.97112,MET,Other
653832102,1.8329471,1.7981075,MET,Vip-IRES-Cre
700374928,0.73793423,1.9063171,MET,Vip-IRES-Cre
651747470,0.61321497,1.375382,MET,Other
824792964,0.9540389,4.1473083,MET,Other
742776680,1.9036695,2.6991954,MET,Other
656841831,2.0850077,2.8790588,MET,Other
657033914,1.6224782,2.2026503,MET,Other
661296728,1.7303991,1.7626017,MET,Other
716492058,3.1320667,1.6041154,MET,Vip-IRES-Cre
611497391,1.915425,2.2010038,MET,Vip-IRES-Cre
659698727,2.120696,2.6741526,MET,Other
714904858,1.8022045,2.2467122,MET,Vip-IRES-Cre
742793622,1.9615141,1.6477245,MET,Other
803573834,1.4099708,0.828424,MET,Other
714953409,2.1291106,2.5306783,MET,Vip-IRES-Cre
661514378,1.9915533,2.2702181,MET,Other
742900335,2.266126,2.9061801,MET,Other
898686122,2.0596766,2.3759174,MET,Vip-IRES-Cre
844845510,1.494253,1.7182977,MET,Vip-IRES-Cre
697810063,1.0386103,1.0074034,MET,Other
656149874,2.3769748,2.7215502,MET,Other
639390023,0.62460774,1.873418,MET,Vip-IRES-Cre
658448683,2.2906413,2.6931736,MET,Other
657054571,2.3894043,2.1920233,MET,Other
710188363,2.029702,2.4168108,MET,Vip-IRES-Cre
715150120,2.374153,2.578175,MET,Vip-IRES-Cre
762464168,3.1775923,2.898527,MET,Vip-IRES-Cre
714453955,1.5047685,1.1821264,MET,Vip-IRES-Cre
797571819,0.5869044,1.34948,MET,Vip-IRES-Cre
760491928,1.8363577,1.0408885,MET,Vip-IRES-Cre
818003838,9.252638,7.8677783,MET,Pvalb-IRES-Cre
720375475,10.336395,5.3293138,MET,Pvalb-IRES-Cre
815576447,8.788827,6.539542,MET,Other
763096792,8.859368,7.4147434,MET,Pvalb-IRES-Cre
800318692,9.314723,7.0650673,MET,Sst-IRES-Cre
648527598,9.494704,6.6344824,MET,Pvalb-IRES-Cre
760324074,8.6131315,6.7120757,MET,Sst-IRES-Cre
754514136,9.468779,6.3519135,MET,Pvalb-IRES-Cre
718264660,9.567144,7.3803835,MET,Sst-IRES-Cre
743803413,9.112472,6.4354143,MET,Other
803601234,8.619954,7.9990225,MET,Pvalb-IRES-Cre
757898117,7.2205834,4.2533937,MET,Sst-IRES-Cre
673082762,10.244442,4.9815216,MET,Other
892663291,8.640305,7.760093,MET,Other
745040951,11.128025,7.8713946,MET,Pvalb-IRES-Cre
605160536,2.4674199,0.85278654,MET,Vip-IRES-Cre
804963913,3.2475111,0.918294,MET,Vip-IRES-Cre
906695884,2.5884986,0.809797,MET,Vip-IRES-Cre
673119336,4.971809,4.496405,MET,Other
740346299,3.3574502,0.8427596,MET,Other
744150787,3.4255204,0.87496907,MET,Other
639972026,2.467969,1.237269,MET,Other
643004718,2.295027,1.2163066,MET,Vip-IRES-Cre
648892990,1.9451427,1.0359272,MET,Vip-IRES-Cre
656863406,3.0107296,1.0317808,MET,Vip-IRES-Cre
665178360,1.9324095,0.9259063,MET,Other
681793778,3.2500205,0.45248646,MET,Vip-IRES-Cre
693230694,2.4627671,1.2910903,MET,Vip-IRES-Cre
694717177,2.8976817,1.9535235,MET,Vip-IRES-Cre
695266455,1.3726763,0.6521046,MET,Vip-IRES-Cre
716091980,2.148998,0.8602513,MET,Vip-IRES-Cre
758021287,2.8971488,0.95844537,MET,Other
800309884,3.0750525,0.7524239,MET,Other
648330727,2.4850423,1.2667352,MET,Vip-IRES-Cre
714405422,3.1554785,0.5415369,MET,Vip-IRES-Cre
657959536,5.4491997,3.1026688,MET,Other
740877184,3.0058515,3.0255864,MET,Other
760372714,3.1922288,3.3656754,MET,Other
761489544,2.4823942,0.9133313,MET,Other
813448230,2.2455313,1.0694895,MET,Other
643143322,2.024137,0.94078696,MET,Vip-IRES-Cre
670709216,2.2707653,0.98598725,MET,Vip-IRES-Cre
762696382,2.1019888,1.1233279,MET,Other
740844208,3.489212,3.1076136,MET,Other
757329936,4.2273545,1.0912763,MET,Other
780551958,1.6862904,1.409233,MET,Other
761503108,4.207149,0.85595405,MET,Other
713899652,2.787475,1.120506,MET,Vip-IRES-Cre
648874633,1.5989966,1.1834072,MET,Vip-IRES-Cre
824756017,2.394877,1.8475018,MET,Other
788980414,5.58003,1.740541,MET,Vip-IRES-Cre
710098982,1.2384057,1.9428418,MET,Vip-IRES-Cre
741796557,5.6761312,1.3964145,MET,Sst-IRES-Cre
760809918,5.190676,1.4144092,MET,Sst-IRES-Cre
850845944,4.1714344,0.9855471,MET,Sst-IRES-Cre
657184175,5.4575996,1.3701574,MET,Other
720526714,6.356919,1.3467777,MET,Sst-IRES-Cre
728786009,3.9639614,0.40168652,MET,Sst-IRES-Cre
863628227,5.8494678,1.5479821,MET,Other
657858379,5.740171,1.2968196,MET,Sst-IRES-Cre
760011270,5.5199685,1.4578756,MET,Sst-IRES-Cre
756549723,3.9694023,1.203565,MET,Sst-IRES-Cre
817060299,6.6888223,2.0773077,MET,Sst-IRES-Cre
708819184,6.070841,1.1760403,MET,Other
724162025,8.023649,2.008428,MET,Other
687907602,6.238558,1.2882357,MET,Sst-IRES-Cre
750472605,5.6672916,1.8363498,MET,Sst-IRES-Cre
818723197,5.6778517,1.815079,MET,Sst-IRES-Cre
718474941,9.314006,8.2406225,MET,Sst-IRES-Cre
792553279,8.383871,5.583097,MET,Other
809642743,9.210588,7.782533,MET,Pvalb-IRES-Cre
823242988,10.030239,7.6310344,MET,Pvalb-IRES-Cre
823651799,10.319528,5.627362,MET,Pvalb-IRES-Cre
825256574,8.645681,5.302242,MET,Pvalb-IRES-Cre
836484913,5.3593564,4.4734254,MET,Pvalb-IRES-Cre
935853908,8.883923,7.5393825,MET,Other
646570718,9.582744,7.5025034,MET,Pvalb-IRES-Cre
657959108,9.684194,4.7950025,MET,Other
669805339,8.609005,5.8653255,MET,Pvalb-IRES-Cre
683976003,10.2308855,6.0993295,MET,Other
692809544,8.488779,6.126972,MET,Pvalb-IRES-Cre
718654456,10.571892,7.5804887,MET,Pvalb-IRES-Cre
722891560,9.214188,6.662657,MET,Pvalb-IRES-Cre
658603337,9.0789385,7.415115,MET,Other
665281605,8.754829,7.7562985,MET,Pvalb-IRES-Cre
666046495,9.498738,8.072577,MET,Pvalb-IRES-Cre
679920275,9.183331,6.7906065,MET,Other
681649837,9.414137,7.250098,MET,Pvalb-IRES-Cre
692802446,9.374705,7.189758,MET,Pvalb-IRES-Cre
709464905,10.737364,7.817166,MET,Other
730744363,9.18666,8.340413,MET,Pvalb-IRES-Cre
763356948,9.045481,8.025233,MET,Other
823261804,8.8347645,7.6361737,MET,Pvalb-IRES-Cre
828817066,9.161494,6.851746,MET,Other
697793498,9.189369,8.215247,MET,Other
718219424,8.55571,6.816804,MET,Pvalb-IRES-Cre
720682831,9.676613,7.7168183,MET,Other
729269557,8.725311,7.5135098,MET,Sst-IRES-Cre
638782470,10.443988,7.958464,MET,Other
656900237,10.273788,8.196336,MET,Other
673692441,9.530979,7.3236375,MET,Other
674221323,9.047318,6.369099,MET,Pvalb-IRES-Cre
688224680,8.575737,7.129536,MET,Pvalb-IRES-Cre
722931053,8.890812,7.447844,MET,Pvalb-IRES-Cre
756659247,8.637479,7.523676,MET,Pvalb-IRES-Cre
758130953,8.971714,7.1466174,MET,Pvalb-IRES-Cre
758185679,9.174185,7.347042,MET,Pvalb-IRES-Cre
817996096,8.946295,7.5983877,MET,Pvalb-IRES-Cre
845516973,9.13543,7.7455606,MET,Vip-IRES-Cre
658403531,10.60278,6.312065,MET,Pvalb-IRES-Cre
683929708,9.24879,7.247167,MET,Pvalb-IRES-Cre
685762875,10.528788,4.9046254,MET,Other
697292431,10.122685,7.9531045,MET,Other
697306483,8.949033,8.099259,MET,Other
709323717,11.205645,7.7922997,MET,Other
709363412,11.11635,7.8506465,MET,Other
711339717,10.786546,7.792973,MET,Other
728639462,10.337835,7.8514915,MET,Other
731675250,8.957752,7.520579,MET,Pvalb-IRES-Cre
744454952,7.604443,4.346254,MET,Pvalb-IRES-Cre
756672453,11.182309,7.8197803,MET,Other
762763201,9.069015,8.388462,MET,Pvalb-IRES-Cre
755579326,9.00581,7.2322383,MET,Pvalb-IRES-Cre
761453524,8.926638,6.7593117,MET,Pvalb-IRES-Cre
762617809,8.691313,8.128068,MET,Pvalb-IRES-Cre
762757594,9.270053,6.714394,MET,Pvalb-IRES-Cre
765808292,8.742824,7.4372463,MET,Pvalb-IRES-Cre
765853817,8.924543,7.34677,MET,Pvalb-IRES-Cre
769765549,8.592126,7.601287,MET,Pvalb-IRES-Cre
803503492,9.475446,5.6971407,MET,Pvalb-IRES-Cre
820917420,9.17225,8.328302,MET,Pvalb-IRES-Cre
756672100,8.424109,7.708599,MET,Pvalb-IRES-Cre
763385978,9.03345,7.8034787,MET,Other
765859691,8.609412,6.87907,MET,Pvalb-IRES-Cre
886335606,8.769521,7.5392413,MET,Pvalb-IRES-Cre
886882985,8.60406,7.0059247,MET,Pvalb-IRES-Cre
722897963,10.571692,7.9040546,MET,Pvalb-IRES-Cre
648547708,9.142024,8.083932,MET,Pvalb-IRES-Cre
743754647,10.622899,5.544142,MET,Other
666030065,8.621869,7.767322,MET,Pvalb-IRES-Cre
653289801,9.512965,8.343407,MET,Other
671840004,9.665412,8.473042,MET,Other
874534026,9.768558,8.415131,MET,Other
848636090,8.517572,7.487453,MET,Other
756101789,10.339237,8.191088,MET,Pvalb-IRES-Cre
837115961,9.132421,6.702238,MET,Pvalb-IRES-Cre
711369579,11.084741,7.848225,MET,Other
653326078,10.359791,8.211004,MET,Other
647102565,10.045101,7.5665097,MET,Pvalb-IRES-Cre
762615543,9.313591,6.7755437,MET,Pvalb-IRES-Cre
667476874,-0.809331,5.234397,MET,Other
669523148,-1.0027359,6.552278,MET,Other
670561978,-1.2741283,6.491607,MET,Other
644857312,0.43736878,4.76444,MET,Other
652959132,-1.3066063,5.8672647,MET,Other
656912028,1.6375915,2.341848,MET,Other
688175350,-0.2975261,5.279845,MET,Other
731980846,0.54446745,4.493742,MET,Other
658054755,-0.5382005,6.508351,MET,Other
667320923,-1.1341296,6.853304,MET,Other
668319974,3.1810791,3.8903677,MET,Other
739594128,0.58320886,4.4385242,MET,Other
764916581,2.3887517,3.5715616,MET,Other
648582997,0.45027325,4.5548415,MET,Other
648585371,-0.12344939,4.83322,MET,Other
648593656,-1.2601725,6.369993,MET,Other
659095706,-0.96641314,6.6758485,MET,Other
653031614,-0.38829073,6.1597643,MET,Other
706531271,-1.2383307,5.7911277,MET,Other
767257549,-0.66709954,5.7229376,MET,Other
826719991,0.06345907,4.74971,MET,Other
827524052,1.3653039,0.99045867,MET,Other
844282161,0.50653166,4.4999433,MET,Other
867027741,0.5852895,4.2084713,MET,Other
889388188,0.7978307,4.387201,MET,Other
651151937,-1.0213135,6.6740828,MET,Other
651161691,0.94987726,4.058589,MET,Other
653203017,-0.8317577,5.944428,MET,Other
661422469,0.3856633,4.602312,MET,Other
673139917,0.66206765,4.216709,MET,Other
750421132,-0.66088045,5.2021675,MET,Other
764896381,1.8029052,3.632929,MET,Other
742030579,-0.92137736,6.2771115,MET,Other
742059312,3.2646677,1.8346701,MET,Other
752076719,3.234989,1.9058785,MET,Other
754271180,-0.69170547,5.1020007,MET,Other
764902677,-1.3131543,6.2535377,MET,Other
788418848,5.42416,1.3465437,MET,Other
823907738,0.27622774,4.5673523,MET,Other
867038197,0.1345579,5.122397,MET,Other
730859444,0.067384474,5.088133,MET,Other
648607165,-1.2450409,6.475049,MET,Other
652810157,-0.99815047,6.652416,MET,Other
657532988,0.18186738,5.1360583,MET,Other
743013006,0.033861045,5.547139,MET,Other
649008116,-1.2037796,6.663089,MET,Other
668292781,4.830379,3.551709,MET,Other
891664096,0.6673819,4.2543883,MET,Other
650158189,0.8907678,4.318716,MET,Other
665220542,-0.9185738,6.620741,MET,Other
658447323,1.1854635,0.66820645,MET,Other
693232442,3.2981637,0.98011404,MET,Vip-IRES-Cre
642258974,8.510739,2.9265127,MET,Other
657675788,8.493341,2.7474105,MET,Sst-IRES-Cre
753678257,7.392346,3.3515906,MET,Sst-IRES-Cre
647105759,8.001325,4.053337,MET,Sst-IRES-Cre
694139940,7.8888416,2.3605275,MET,Other
696081106,8.107511,1.9456439,MET,Sst-IRES-Cre
753733790,9.355003,8.104059,MET,Sst-IRES-Cre
765959467,8.240301,2.6403003,MET,Other
754816429,5.1421623,3.5735576,MET,Sst-IRES-Cre
718177320,8.093009,2.576711,MET,Sst-IRES-Cre
650368451,6.8132973,1.563441,MET,Other
660704050,5.751422,2.6734235,MET,Sst-IRES-Cre
674142820,5.298948,2.9564912,MET,Sst-IRES-Cre
689685563,6.37135,2.3107424,MET,Sst-IRES-Cre
727155057,5.8168654,3.683149,MET,Other
672318911,5.504538,4.012577,MET,Other
706159288,5.259445,3.7612817,MET,Sst-IRES-Cre
656426563,10.410008,4.929498,MET,Other
741318409,5.0438004,4.656747,MET,Other
720695149,5.8809547,3.525776,MET,Sst-IRES-Cre
720754651,4.8312335,4.2131853,MET,Sst-IRES-Cre
804974905,5.290016,2.5037313,MET,Sst-IRES-Cre
819552620,7.2207007,1.0570934,MET,Sst-IRES-Cre
674502055,5.210457,4.3160453,MET,Sst-IRES-Cre
666178937,5.930054,3.471416,MET,Sst-IRES-Cre
759758674,5.0150857,3.150967,MET,Sst-IRES-Cre
659560459,10.6472025,7.984395,MET,Sst-IRES-Cre
993272783,7.2360616,3.7642214,MET,Other
711260951,9.658137,5.7945166,MET,Sst-IRES-Cre
645322005,8.992908,5.8251877,MET,Other
759908886,8.815991,6.2438965,MET,Sst-IRES-Cre
844757902,8.647055,2.616031,MET,Other
710887122,5.7211795,4.50495,MET,Sst-IRES-Cre
708685097,8.86856,6.605898,MET,Other
760280955,7.905696,2.2649553,MET,Sst-IRES-Cre
727034950,5.800633,1.0322126,MET,Sst-IRES-Cre
729135271,6.40875,0.8388845,MET,Sst-IRES-Cre
643501564,6.120487,2.375571,MET,Other
669165270,7.0204163,2.1760476,MET,Sst-IRES-Cre
750242027,7.0294433,2.131226,MET,Sst-IRES-Cre
750789473,6.8676434,2.0605335,MET,Sst-IRES-Cre
759959254,7.171917,1.9230595,MET,Sst-IRES-Cre
803462246,6.509296,3.5235302,MET,Sst-IRES-Cre
807635236,7.2025514,1.9112905,MET,Sst-IRES-Cre
815526711,6.840779,2.9316885,MET,Other
834698594,7.6459813,1.3451898,MET,Sst-IRES-Cre
837220561,7.1536317,1.1005434,MET,Other
847070535,6.1872654,1.7522353,MET,Other
971031174,4.978036,3.7396448,MET,Other
646431913,7.3306723,1.6054224,MET,Sst-IRES-Cre
750293296,6.1835933,2.4500983,MET,Other
837661901,6.8819833,2.9756093,MET,Other
679475427,7.1201043,1.2579253,MET,Sst-IRES-Cre
704029761,7.1838136,1.4626533,MET,Sst-IRES-Cre
728439603,6.342859,0.79305047,MET,Sst-IRES-Cre
772596323,5.732044,2.8555791,MET,Sst-IRES-Cre
769973864,6.2104945,0.9071009,MET,Sst-IRES-Cre
851019376,6.3419833,2.1958845,MET,Sst-IRES-Cre
746228110,7.0649877,2.7068315,MET,Other
850845697,7.121956,1.3412544,MET,Sst-IRES-Cre
741137203,7.171485,1.4404019,MET,Sst-IRES-Cre
709459382,8.76548,1.0758022,MET,Other
650158149,6.7242017,2.9540043,MET,Other
752038120,5.876392,0.7412152,MET,Sst-IRES-Cre
807663122,7.312668,4.012988,MET,Sst-IRES-Cre
830877894,8.998056,5.377752,MET,Other
886317334,10.256622,7.475462,MET,Pvalb-IRES-Cre
973374503,9.240544,5.4680805,MET,Other
855255407,4.0323076,1.6207987,MET,Other
855981127,3.6052573,1.3239214,MET,Other
858937670,3.887196,0.8366439,MET,Other
859655091,4.513523,1.1854724,MET,Other
920770747,3.4186409,1.5360287,MET,Other
854376425,6.243114,2.4149408,MET,Other
859050969,3.955515,1.1063834,MET,Other
859621160,3.7853856,1.2416912,MET,Other
855351199,4.1131444,0.86715305,MET,Other
858255768,3.781703,0.874426,MET,Other
858384285,3.8661642,0.7659371,MET,Other
859665111,3.6400504,1.3924875,MET,Other
847834091,3.9555328,0.8676168,MET,Vip-IRES-Cre
945121810,3.9157875,0.90837234,MET,Other
859683354,3.9310853,0.8497063,MET,Other
857240658,3.1575518,3.7841256,MET,Other
741170308,8.346425,1.3850774,MET,Sst-IRES-Cre
741816227,8.910543,1.2423611,MET,Sst-IRES-Cre
751991773,8.518948,0.8932453,MET,Sst-IRES-Cre
810310510,7.251754,0.8687217,MET,Other
816095253,5.718439,1.004497,MET,Other
643915906,0.34971622,2.9272134,MET,Other
700334729,8.720729,1.2673185,MET,Sst-IRES-Cre
702027710,8.870098,1.4818739,MET,Sst-IRES-Cre
706628654,6.0292196,2.7278278,MET,Sst-IRES-Cre
718643242,8.623892,1.22076,MET,Sst-IRES-Cre
723731306,8.353512,1.5174668,MET,Other
640287067,8.523865,2.5211408,MET,Other
653327546,8.801692,1.7398016,MET,Other
659590916,7.873576,2.4332533,MET,Sst-IRES-Cre
670686401,4.5522075,3.5372252,MET,Other
702124277,8.636063,2.8963356,MET,Sst-IRES-Cre
707352752,8.172615,1.5892792,MET,Sst-IRES-Cre
708289788,6.4315867,1.4941887,MET,Other
710743304,8.704615,2.077136,MET,Sst-IRES-Cre
718632464,6.773146,2.758031,MET,Sst-IRES-Cre
720548007,7.5023637,3.1823757,MET,Sst-IRES-Cre
733375462,7.11296,1.4659315,MET,Other
745607913,7.038368,1.6373597,MET,Other
844963434,7.0129104,3.0115638,MET,Other
846779563,8.123218,1.4517052,MET,Other
657366321,8.815644,1.1199187,MET,Sst-IRES-Cre
665468858,8.0205145,1.2605006,MET,Sst-IRES-Cre
684857201,7.6571884,1.0501832,MET,Sst-IRES-Cre
692309940,7.8382273,1.929328,MET,Other
710738613,7.3075953,2.8805022,MET,Sst-IRES-Cre
727766640,8.832627,2.2871487,MET,Sst-IRES-Cre
727823900,8.897324,1.3840579,MET,Sst-IRES-Cre
728756256,8.8305025,1.1641996,MET,Sst-IRES-Cre
669096206,7.573943,3.2043207,MET,Sst-IRES-Cre
708350114,8.651268,1.9711838,MET,Other
724802621,8.464712,2.9292953,MET,Other
740819727,7.8909974,1.7376711,MET,Sst-IRES-Cre
750233621,6.6246257,2.8656058,MET,Other
751229887,8.394327,1.9174777,MET,Sst-IRES-Cre
751269017,8.488805,2.0295146,MET,Sst-IRES-Cre
778194234,8.631321,1.7691585,MET,Sst-IRES-Cre
815367809,8.476631,1.9446762,MET,Other
817186931,7.531234,1.3515824,MET,Other
825296874,7.6902943,3.8535407,MET,Pvalb-IRES-Cre
839220920,7.7262053,3.74312,MET,Other
844766827,8.279869,1.2217287,MET,Other
648609504,8.186626,1.9853472,MET,Other
649009321,8.818453,1.066698,MET,Other
661319074,6.33583,2.767143,MET,Other
670698198,5.6187434,2.7991138,MET,Other
701239541,8.841714,1.8791877,MET,Other
705710648,7.06814,0.7063616,MET,Sst-IRES-Cre
708298763,8.065845,2.2186756,MET,Other
726318946,8.626355,1.395871,MET,Sst-IRES-Cre
727897981,8.757767,1.887395,MET,Sst-IRES-Cre
741742636,7.865666,1.5863119,MET,Sst-IRES-Cre
752086133,8.8724375,1.2707319,MET,Sst-IRES-Cre
779857432,7.846853,2.0313334,MET,Sst-IRES-Cre
738514748,5.895215,1.039489,MET,Other
740099887,7.971238,2.1438346,MET,Sst-IRES-Cre
759697468,8.233694,2.4190123,MET,Other
808237844,8.225211,1.2122103,MET,Other
810354686,8.158393,1.3042586,MET,Other
844939430,8.431683,1.6303401,MET,Other
750776546,7.715047,0.92684156,MET,Sst-IRES-Cre
778230339,8.528904,1.247956,MET,Sst-IRES-Cre
839575161,8.862749,1.1341246,MET,Other
844686842,7.7051644,3.3266351,MET,Other
846902552,7.893846,0.8142636,MET,Other
861878550,6.993348,0.7823171,MET,Other
867084496,6.439029,3.0534096,MET,Other
723719530,1.1767743,1.0504594,MET,Other
754840804,4.944704,3.3103542,MET,Sst-IRES-Cre
639689311,7.821805,1.0104142,MET,Other
863601427,7.2610736,2.9538937,MET,Other
837661310,6.6909423,1.3226792,MET,Other
839571200,6.3453555,2.007924,MET,Other
769968202,8.550633,0.8348292,MET,Sst-IRES-Cre
681391788,0.43391472,2.740017,MET,Vip-IRES-Cre
761753472,0.9262421,1.7707064,MET,Vip-IRES-Cre
665287575,0.5499001,2.748845,MET,Other
709421749,1.659976,3.0897052,MET,Other
704242015,0.82854795,1.3251346,MET,Other
704261937,0.43880546,2.8308039,MET,Other
746054355,1.4049563,3.6224759,MET,Other
740892132,1.2278415,2.1702845,MET,Other
759502397,0.04252746,4.479273,MET,Other
754527431,0.3322514,4.123679,MET,Other
760939897,0.6631756,3.5774288,MET,Other
705895545,1.2486444,1.9936937,MET,Other
741195002,1.1649094,2.7936354,MET,Other
755596851,1.1259584,2.09968,MET,Other
898686170,1.5244746,2.868582,MET,Vip-IRES-Cre
683391953,0.31209648,2.3979442,MET,Vip-IRES-Cre
813489616,0.44761062,4.090118,MET,Other
645355846,10.388865,7.967256,MET,Other
710818330,8.852556,6.001956,MET,Sst-IRES-Cre
726997146,9.091525,5.6113725,MET,Sst-IRES-Cre
643518188,9.064212,6.71355,MET,Other
717700352,9.542035,6.059088,MET,Pvalb-IRES-Cre
662580082,10.376299,8.118962,MET,Pvalb-IRES-Cre
724790111,9.624777,7.4082737,MET,Other
668265140,10.080267,5.9188914,MET,Sst-IRES-Cre
761834063,10.537157,5.863704,MET,Pvalb-IRES-Cre
825552023,8.73486,6.165401,MET,Other
652959162,10.47076,6.055935,MET,Other
685729119,10.71581,7.532588,MET,Sst-IRES-Cre
764726782,10.442635,5.0126863,MET,Pvalb-IRES-Cre
764744086,10.443438,5.0245028,MET,Pvalb-IRES-Cre
763383591,10.409494,6.101974,MET,Other
697521591,9.320753,6.7112947,MET,Other
766060336,10.475211,5.03376,MET,Pvalb-IRES-Cre
645320752,10.368811,6.045735,MET,Other
727727828,9.075803,6.010436,MET,Sst-IRES-Cre
650133296,8.571263,5.3329964,MET,Pvalb-IRES-Cre
653744562,10.347075,6.027107,MET,Other
698614902,9.571085,5.928888,MET,Pvalb-IRES-Cre
760064682,9.929898,8.224182,MET,Sst-IRES-Cre
740695122,5.8286724,1.1510813,MET,Sst-IRES-Cre
745604062,6.0193324,1.2966084,MET,Other
863580185,5.71843,1.9886228,MET,Other
645075459,3.8668845,0.46690655,MET,Other
727279381,7.385798,2.4370816,MET,Sst-IRES-Cre
673132928,5.832872,2.3933926,MET,Other
645012440,7.6354284,-0.31270427,MET,Other
651969572,4.9058414,2.9755788,MET,Other
808867724,6.1528034,1.661666,MET,Sst-IRES-Cre
643511562,4.8637776,0.9342538,MET,Other
821845429,8.281356,1.1501604,MET,Other
681847715,4.802912,1.0539242,MET,Other
754549487,6.1094456,2.3717382,MET,Sst-IRES-Cre
680791736,8.010816,0.81100816,MET,Sst-IRES-Cre
728756295,6.8545613,3.4616623,MET,Sst-IRES-Cre
808841065,7.3149858,0.9052361,MET,Sst-IRES-Cre
809037900,7.267187,2.5005486,MET,Sst-IRES-Cre
710784375,6.426931,0.9706697,MET,Sst-IRES-Cre
743062074,8.624549,1.3079822,MET,Other
750794115,3.4714792,1.6666842,MET,Sst-IRES-Cre
645057881,5.853498,2.3894534,MET,Other
665129920,8.105592,1.0657244,MET,Sst-IRES-Cre
682158525,6.878922,0.97407085,MET,Other
750689113,7.0599284,0.88212615,MET,Sst-IRES-Cre
759671629,6.1637363,0.7466323,MET,Sst-IRES-Cre
706191067,6.4548883,2.5692072,MET,Sst-IRES-Cre
706265097,8.553893,1.6275791,MET,Sst-IRES-Cre
713132614,7.964579,3.6570005,MET,Sst-IRES-Cre
717321001,7.9535055,0.8767444,MET,Other
661492276,6.537378,0.6610045,MET,Other
745638057,7.9777184,1.5617459,MET,Other
745721149,8.439186,1.4478393,MET,Other
752063316,7.6450205,1.1683156,MET,Sst-IRES-Cre
803602696,8.362138,1.437298,MET,Sst-IRES-Cre
806658697,8.036885,1.6445487,MET,Sst-IRES-Cre
843216367,7.733226,1.221844,MET,Other
679462648,7.6910806,0.86321217,MET,Sst-IRES-Cre
679870007,8.417382,1.2461916,MET,Sst-IRES-Cre
680779594,7.4559417,2.4562743,MET,Sst-IRES-Cre
681851918,8.760381,1.296663,MET,Other
717502546,7.7645044,0.80382764,MET,Other
760013002,7.7919683,1.6139983,MET,Sst-IRES-Cre
766209012,7.550839,0.78560036,MET,Other
805600765,7.3930693,2.4568124,MET,Sst-IRES-Cre
902212242,5.6646776,1.107932,MET,Other
772476028,7.4440804,0.7425923,MET,Sst-IRES-Cre
803609078,8.373318,2.6428654,MET,Sst-IRES-Cre
958373468,8.368418,1.0458382,MET,Other
741988310,7.819334,1.6027985,MET,Sst-IRES-Cre
754834825,5.681447,0.88561964,MET,Sst-IRES-Cre
808537562,6.093793,0.93680423,MET,Sst-IRES-Cre
889489071,7.347927,3.2769113,MET,Other
693061554,8.519772,1.2385315,MET,Sst-IRES-Cre
